url,logo,name,description,infos,contact
https://www.minalogic.com/annuaire/spooqs/,https://www.minalogic.com/wp-content/uploads/2022/06/spooks-333x250.png,Spooqs,"Notre startup développe le logiciel Spooqs destiné au grand public, aux YouTubers et aux créatifs qui veulent un outil très simple et performant pour enrichir le contenu de leurs images et vidéos avec des effets visuels. Ces effets leurs sont actuellement hors de portée car trop complexes à mettre en oeuvre avec les logiciels existants. Spooqs innove avec le paradigme «Track and Transform » qui offre à tous les dernières avancées en matière de vision par ordinateur et intelligence artificielle.","{""Type d'organisme"": 'PME', 'Date de création': '2021', 'Thématiques': 'Logiciel', 'Marchés': 'Grand public,                                                                             ICC', ""Date d'adhésion"": '22/02/2022'}","{'Adresse': '42 avenue Hector Berlioz\n                                                                                                                                                    38170\n                                                                                                                SEYSSINET-PARISET', 'Contact': 'BERTOLINO Pascal                                        CEO'}"
https://www.minalogic.com/annuaire/region-auvergne-rhone-alpes/,https://www.minalogic.com/wp-content/uploads/2021/02/logo-region-auvergne-rhone-alpes-800x600-1-333x250.png,Région Auvergne-Rhône-Alpes,,"{""Type d'organisme"": 'Collectivité territoriale', 'Date de création': '2016', 'Thématiques': 'Non Applicable', 'Marchés': 'Non applicable', ""Date d'adhésion"": '21/11/2005'}","{'Adresse': '1 Esplanade Francois Mitterrand\n                                                                                                                CS 2033\n                                                                                                                69269\n                                                                                                                LYON CEDEX 02', 'Contact': 'PERNOD Stephanie                                        1ère Vice-Présidente déléguée à l’économie, à la relocalisation, à la préférence régionale et au numérique Service de la Vice-présidence'}"
https://www.minalogic.com/annuaire/amiral-technologies/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-amiral-technologies-333x250.png,Amiral Technologies,Amiral Technologies est spécialisé dans l’Intelligence Artificielle appliquée à la Maintenance Prédictive Industrielle. Elle exploite une innovation du CNRS qui extrait automatiquement les caractéristiques déterminant l’état de santé d’un équipement à partir de ses données physiques couplée avec nos modèles de prédiction des défauts et de la fin de vie de l’équipement. Ces innovations nous permettent une conception accélérée de modèles prédictifs hautement performants.,"{""Type d'organisme"": 'PME', 'Date de création': '2018', 'Thématiques': 'Cybersécurité,                                                                             IA,                                                                             Logiciel,                                                                             Microélectronique', 'Marchés': 'Chimie Environnement,                                                                             Industrie du futur,                                                                             Mobilité', ""Date d'adhésion"": '11/04/2019'}","{'Adresse': '31 rue Gustave Eiffel\n                                                                                                                                                    38000\n                                                                                                                GRENOBLE', 'Contact': 'HILAL Katia                                        Présidente'}"
https://www.minalogic.com/annuaire/vichar-dta/,https://www.minalogic.com/wp-content/uploads/2024/01/logo-vichar-dta.png,Vichar – DTA,"Créée en 2022, VICHAR rachète en janvier 2023 les actifs de DTA dans l'objectif de développer un
EVTOL (Electrical Vertical Take Off and Landing).
Le cahier des charges de cet aéronef : 2 passagers, 2 heures d'autonomie à 150 Km/h. 10 mois plus
tard, le prototype échelle 1 vole parfaitement.","{""Type d'organisme"": 'PME', 'Date de création': '2022', 'Marchés': 'Mobilité,                                                                             NewSpace', ""Date d'adhésion"": '12/01/2024'}","{'Adresse': '11, Avenue Gaston Vernier\n                                                                                                                                                    26200\n                                                                                                                MONTÉLIMAR', 'Contact': 'MEYERS Gautier                                        President'}"
https://www.minalogic.com/annuaire/easii-ic/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-easii-ic-0-333x250.png,EASii IC,"EASii IC est une Design House spécialisée dans la conception de circuits intégrés analogiques, numériques et mixtes, ainsi que dans la réalisation de cartes électroniques/ FPGA.



Fondée en 2002, EASii IC conçoit des produits et composants sur mesure, de petits à grands volumes, pour différents marchés, comme l’aéronautique, le spatial, la défense, l’électronique grand public, ou encore le médical. Nous intervenons sur l’ensemble de la chaîne de conception, jusqu’à la livraison de votre produit.



Notre Design House réalise tout ou partie de votre projet ASIC. Nos experts réalisent l’étude de faisabilité technique et financière, l’architecture, la spécification, la conception analogique et numérique, l’implémentation physique et le prototypage.



Notre Centre de Design Electronique, certifié Xilinx, développe des systèmes électroniques complexes qui intègrent des solutions techniques pointues en FPGA, SoC, logiciels embarqués/linux et en signaux rapides. Notre équipe propose également une activité de Test aux Radiations.



Nos équipes développent par ailleurs des lignes de produits innovants qui répondent à vos besoins du quotidien.



Nous accompagnons aussi nos clients dans tous leurs projets en mettant à leur disposition des experts techniques.","{""Type d'organisme"": 'PME', 'Date de création': '2002', 'Thématiques': 'Logiciel,                                                                             Microélectronique,                                                                             Photonique', 'Marchés': 'Défense,                                                                             Industrie du futur,                                                                             NewSpace,                                                                             Santé', ""Date d'adhésion"": '27/05/2008'}","{'Adresse': '90, avenue Léon Blum\n                                                                                                                                                    38100\n                                                                                                                GRENOBLE', 'Contact': 'THEPAUT Yannick                                        CEO'}"
https://www.minalogic.com/annuaire/agiga/,https://www.minalogic.com/wp-content/uploads/2024/02/logo-agiga.png,AGIGA,"AGIGA est une société à mission qui met à disposition des industriels de l'électronique une plateforme d'économie circulaire leur permettant de vendre leurs excédents de stocks de composants électroniques et d'en acheter en ligne.
AGIGA, point de contact unique, prend en charge la valorisation des composants ainsi que l’ensemble de la transaction afin de lui assurer qualité et confidentialité.","{""Type d'organisme"": 'PME', 'Date de création': '2020', 'Marchés': 'Industrie du futur', ""Date d'adhésion"": '01/02/2024'}","{'Adresse': '152, Rue de la Paix\n                                                                                                                                                    69400\n                                                                                                                VILLEFRANCHE-SUR-SAÔNE', 'Contact': 'LORIOT Michel                                        PRÉSIDENT'}"
https://www.minalogic.com/annuaire/ldlc-vr-studio/,https://www.minalogic.com/wp-content/uploads/2024/06/logo-ldlc-vr-studio.png,LDLC VR Studio,"LDLC VR Studio : votre créateur de nouvelles dimensions !
A LDLC VR Studio, nous donnons littéralement vie à vos projets en réalité virtuelle les plus ambitieux !
Jeux vidéo, jeux sérieux et solutions sur mesure pour la formation, la sensibilisation ou la valorisation.
De la conception au déploiement, LDLC VR Studio vous accompagne pour développer LA solution sur mesure en réalité virtuelle adaptée à vos besoins et à vos espaces, que ce soit en solo ou multiutilisateur, en statique ou déplacement libre sur petits ou grands espaces.","{""Type d'organisme"": 'PME', 'Date de création': '2014', 'Thématiques': 'Logiciel', 'Marchés': 'Chimie Environnement,                                                                             Défense,                                                                             ICC,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             Santé', ""Date d'adhésion"": '31/05/2024'}","{'Adresse': '62, Chemin du Moulin Carron\n                                                                                                                                                    69570\n                                                                                                                DARDILLY', 'Contact': 'BOUVIER Patrice                                        Co-gérant'}"
https://www.minalogic.com/annuaire/ouba/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-ouba-333x250.png,OUBA,"Ouba est une société créée en 2015 pour fournir des applications web au monde de l’immobilier. En 2016, elle innove en proposant la première conciergerie numérique du bâtiment collectif : Oubaccess.
Cette application web/mobile donne accès à un multitude de services dans les résidences (pour les copropriétaires et locataires) ou les entreprises (pour les salariés), afin de faciliter la vie quotidienne des résidents en mettant à leur disposition des espaces et des matériels partagés, des services de collaboration et de mise en relation, des boîtes à colis connectées, de la domotique et des objets connectés…","{""Type d'organisme"": 'PME', 'Date de création': '2015', 'Thématiques': 'Logiciel,                                                                             Microélectronique,                                                                             Photonique', 'Marchés': 'ICC', ""Date d'adhésion"": '01/01/2020'}","{'Adresse': '43 Rue des Remparts d’Ainay\n                                                                                                                                                    69002\n                                                                                                                LYON', 'Contact': 'CURIS Frederic                                        PDG'}"
https://www.minalogic.com/annuaire/chambre-de-commerce-et-dindustrie-de-grenoble/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-cci-grenoble-0-386x86.jpg,Chambre de Commerce et d’Industrie de Grenoble,La Chambre de commerce et d'industrie représente et accompagne les entreprises de la région grenobloise.,"{""Type d'organisme"": 'Organisme de développement économique', 'Date de création': '1983', 'Thématiques': 'Non Applicable', 'Marchés': 'Non applicable', ""Date d'adhésion"": '21/11/2005'}","{'Adresse': '1, place André-Malraux\n                                                                                                                CS 90297\n                                                                                                                38016\n                                                                                                                GRENOBLE CEDEX 1', 'Contact': 'STREIFF Pierre                                        Président'}"
https://www.minalogic.com/annuaire/cimba-digital-construction-solutions/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-teamoty-cimba-digital-construction-solutions-333x250.png,CIMBA DIGITAL CONSTRUCTION SOLUTIONS,"CIMBA Digital est l'éditrice de TEAMOTY, outil pour les professionnels des projets de construction qui réduit les dérives des délais et augmente les performances et les marges.
TEAMOTY est une plateforme cloud de gestion de plannings pour les projets de construction, utilisée par les non-spécialistes techniques, sur le terrain. Il permet une gestion géo-temporelle des ressources internes et externes, de manière unique et originale, en décomposant les tâches en micro-tâches et en fournissant un suivi d'avancement plus précis, des phases d'études jusqu'à la l'exploitation de l'ouvrage.
TEAMOTY fonctionne avec tout navigateur web, et sur tablettes.","{""Type d'organisme"": 'PME', 'Date de création': '2018', 'Thématiques': 'Logiciel', 'Marchés': 'Energie Bâtiment,                                                                             Mobilité', ""Date d'adhésion"": '11/04/2019'}","{'Adresse': '202 Rue François Perrin\n                                                                                                                                                    38510\n                                                                                                                MORESTEL', 'Contact': 'FONT Fabien                                        ASSOCIÉ FONDATEUR'}"
https://www.minalogic.com/annuaire/hawai-tech/,https://www.minalogic.com/wp-content/uploads/2021/02/logo-hawaitech-334x250.png,HawAI.tech,"La société HawAI.tech (Hardware for AI) a pour objectif de concevoir des accélérateurs matériels pour fournir une intelligence artificielle (IA) explicable, responsable et transparente.
Les modèles probabilistes seront la base de cette prochaine génération d’IA comme le dit notamment l'ancien CTO d'Intel Mike Mayberry : ""The third wave of AI […] will be around probabilistic computing"". Ces modèles répondent à nos besoins en combinant les forces des systèmes experts et celles des réseaux de neurones à savoir le raisonnement et l'apprentissage. Ils permettent également d'obtenir une IA frugale car ils nécessitent beaucoup moins de données pour apprendre. Ce type d’IA répond aux problématiques de nombreux secteurs de l’industrie (défense, santé, transport, finance) cherchant à justifier les décisions prises par leur système. 
Néanmoins, le matériel disponible aujourd’hui ne permet pas d'exécuter efficacement les modèles probabilistes. Cette inadéquation entre la nature probabiliste des modèles et le matériel existant sur le marché rend leur utilisation rédhibitoire en termes de coûts et de performances. Ainsi, basée sur les résultats de plus de 15 années de recherche menées au sein du CNRS et de l’INRIA, HawAI.tech est une entreprise pionnière qui développe des architectures de calcul rendant l’utilisation des modèles probabilistes possible et compétitive par rapport à la concurrence. À terme, nos accélérateurs seront installés dans tous types de systèmes, à l’instar des GPUs (cartes graphiques) ou accélérateurs neuronaux, en allant des data-centers jusqu'aux capteurs intelligents en passant par les véhicules autonomes.","{""Type d'organisme"": 'PME', 'Date de création': '2019', 'Thématiques': 'IA,                                                                             Logiciel,                                                                             Microélectronique', 'Marchés': 'ICC,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             NewSpace', ""Date d'adhésion"": '09/07/2019'}","{'Adresse': '7 rue Antoine polotti\n                                                                                                                                                    38000\n                                                                                                                GRENOBLE', 'Contact': 'FRISCH Raphael                                        CEO'}"
https://www.minalogic.com/annuaire/i-ten/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-i-ten-1-333x250.png,ITEN,"I-TEN est une start-up innovante et technologique, issue de recherches menées sur 4 ans au sein de l‘incubateur de la région Rhône Alpes, Crealys, et en collaboration avec l’ENS Lyon et le Laboratoire Interdisciplinaire Carnot de Bourgogne. 
I-TEN a été créée en décembre 2011 par Fabien GABEN, docteur en physique chimie, fort de plus de 15 années d’expériences en gestion de projets industriels complexes, en particulier dans le domaine des matériaux et des systèmes batteries.
I-TEN a conçu une microbatterie entièrement solide sous forme d’ un composant électronique miniature, capable de stocker une grande quantité d’énergie, et dont le processus d’intégration dans les circuits électroniques ne nécessite pas d’adaptation spécifique. L’entreprise est entrée dans la phase de pré- industrialisation de son procédé et ambitionne de devenir un acteur de premier plan dans la filière de l’électronique, au sein de laquelle elle vise une clientèle de grands comptes internationaux.
Elle a bénéficié en phase de création et d’amorçage du soutien de Bpifrance et a réalisé en février 2014 sa 1ère levée de fonds de 3,2 millions d’euros auprès de partenaires financiers - Innovacom, Demeter Partners et R2V (Rhône Alpes Création Viveris Venture).
I-TEN est sur le point de boucler une deuxième levée de fonds, plus importante que la première.
I-TEN a reçu le prix de la « start-up de l’année » aux Electrons d’Or 2014 et est finaliste au Concours Mondial de l’Innovation.
Les microbatteries d’I-TEN sont nées de la volonté de répondre aux problématiques des professionnels, en particulier les électroniciens, avec un double enjeu : la miniaturisation et le tout solide. Tout en répondant aux problématiques clients : forte densité de puissance, recharge rapide, miniaturisation, industrialisation possible et peu d’autodécharge.
Aujourd’hui, I-TEN est la seule entreprise à maîtriser le procédé de fabrication des batteries lithium-ion entièrement solides et multicouches.","{""Type d'organisme"": 'PME', 'Date de création': '2011', 'Thématiques': 'Microélectronique,                                                                             Photonique', 'Marchés': 'Chimie Environnement', ""Date d'adhésion"": '08/09/2016'}","{'Adresse': 'ITEN, 12 Chemin du Jubin\n                                                                                                                                                    69570\n                                                                                                                DARDILLY', 'Contact': 'GABEN Fabien                                        PDG'}"
https://www.minalogic.com/annuaire/creative-it/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-creative-it-qubes-333x250.png,Creative IT,"Creative IT est une PME française développant un logiciel de gestion des opérations de fabrication. Forte de 20 années d'expérience dans l'informatisation des ateliers, la société est l'éditeur du logiciel Qubes, une solution innovante pour la performance industrielle. Proposant de nombreux modules d'applications, tels que le TRS, la mesure de performance en temps réel, le management visuel, la réalité augmentée, ... la plateforme logicielle Qubes permet aux clients industriels de déployer rapidement et globalement leur transformation numérique. Qubes est facile à mettre en œuvre et très évolutif. Il permet d'accélérer l'évolution de l'organisation pour atteindre les bénéfices du numérique au sein des usines.","{""Type d'organisme"": 'PME', 'Date de création': '1998', 'Thématiques': 'Logiciel', 'Marchés': 'Industrie du futur', ""Date d'adhésion"": '05/02/2019'}","{'Adresse': '28 avenue rené Cassin\n                                                                                                                                                    69009\n                                                                                                                LYON', 'Contact': 'GUERRIN Herve                                        DG'}"
https://www.minalogic.com/annuaire/clp-club-laser-et-procedes/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-club-laser-et-procedes-0-333x250.png,CLP – Club Laser et Procédés,"Le Club Laser et Procédés (CLP) est une association loi 1901, indépendante, qui fédère les principaux acteurs dans le domaine des technologies et procédés laser industriels. Être adhérent au CLP, c’est intégrer un réseau professionnel dynamique, participer au développement et à la promotion de la filière laser. Au sein du CLP, la communication et la diffusion d’informations se font à la fois de manière ascendante et descendante. Les membres communiquent des informations vers l’association et inversement. Depuis 30 ans, le CLP mène des actions au bénéfice de ses membres pour leur donner plus de visibilité auprès des donneurs d’ordre et de l’industrie.","{""Type d'organisme"": 'Organisme de développement économique', 'Date de création': '1985', 'Thématiques': 'Microélectronique,                                                                             Photonique', 'Marchés': 'Industrie du futur', ""Date d'adhésion"": '02/04/2015'}","{'Adresse': 'Parc d’Innovation - Pôle API\n                                                                                                                320 Boulevard Sébastien Brant\n                                                                                                                67400\n                                                                                                                ILLKIRCH', 'Contact': 'LOPEZ John                                        Président'}"
https://www.minalogic.com/annuaire/elemca/,https://www.minalogic.com/wp-content/uploads/2023/01/elemca.png,ELEMCA,"ELEMCA est un laboratoire privé et indépendant. Nous vous aidons, à travers nos essais, analyses et expertises, à améliorer la qualité et la durée de vie de leurs produits.
// Nos clients
Microélectronique : MEMS / MOEMS, composants passifs, discrets, puissance
Assemblage électronique (EMS) : circuits imprimés nus et assemblés
Constructeurs et équipementiers (aéronautique, spatial, défense, transport, énergie)
Fabrication additive métal
// Nos services Labo
Fiabiliser vos choix de conception : évaluation de vos technologies & matériaux, simulation numérique
Contrôler la conformité de vos produits : qualité de fabrication, authenticité
Comprendre l’origine des pannes : physique de la défaillance, identification de la cause racine
// Nos forces
Expertise : un diagnostic clair + pistes d’amélioration
Délais courts ~1-2 semaine entre la réception des échantillons et la livraison du rapport
« Labo à distance » : partage de notre écran technique lors de certaines observations (ex : MEB)","{""Type d'organisme"": 'PME', 'Date de création': '2012', 'Thématiques': 'IoT,                                                                             Microélectronique', 'Marchés': 'Mobilité,                                                                             NewSpace', ""Date d'adhésion"": '24/01/2023'}","{'Adresse': ""13 avenue de l'Europe\n                                                                                                                                                    31520\n                                                                                                                RAMONVILLE SAINT AGNE"", 'Contact': 'LATASTE Clovis                                        Responsable Commercial'}"
https://www.minalogic.com/annuaire/pennacchiotti/,https://www.minalogic.com/wp-content/uploads/2021/03/logo-pennacchiotti-siteweb-minalogic-334x250.png,Etablissements PENNACCHIOTTI,"Usinage de très haute précision de pièces complexes en petites à moyennes séries. Pièces en matériaux stratégiques entrant dans l'assemblage d'instruments, outillages, robots et équipements de précision de nos clients. Savoir-faire expert d'usinage au micron de métaux, alliages et plastiques en tournage, fraisage, découpe fil et contrôle 3D.","{""Type d'organisme"": 'PME', 'Date de création': '1972', 'Thématiques': 'Logiciel,                                                                             Microélectronique,                                                                             Photonique', 'Marchés': 'Chimie Environnement,                                                                             Energie Bâtiment,                                                                             ICC,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             NewSpace,                                                                             Santé', ""Date d'adhésion"": '02/03/2021'}","{'Adresse': '35 boulevard des Alpes\n                                                                                                                                                    38240\n                                                                                                                MEYLAN', 'Contact': 'LE MENESTREL Thibault'}"
https://www.minalogic.com/annuaire/gyd-tech/,https://www.minalogic.com/wp-content/uploads/2024/02/logo-gyd-tech.png,GYD TECH,"GYD TECH : Système centré sur les consommateurs
OUTILS D'AIDE À LA VENTE – TECHNOLOGIES IA, CHATBOT, AVATAR, COACH PERSONNALISÉ PAR CONVERSATION NATURELLE, CONSEILS PERSONNELS AVEC IA GÉNÉRATIVE
Trouvez votre produit ou service dans la jungle du commerce électronique et du commerce. Nous pensons qu'une nouvelle façon de consommer les produits est demandée par les consommateurs. Ils sont uniques et veulent une recommandation personnelle.
GYD TECH repose sur 3 piliers :
Comprendre les besoins des consommateurs, Base de données de tous les produits et services existants, faire correspondre les produits pertinents aux besoins
Commerces, plateformes e-commerce, marques,
Personnalisation de la recommandation, Conversation naturelle avec votre conseiller personnel
DIAGNOSTIC EN 2 MINUTES DISPONIBLE SUR VOTRE MOBILE 24h/24, 7j/7
DOMAINES D'APPLICATION : Cosmétiques, cheveux, compléments alimentaires, mode, animalerie, retail","{""Type d'organisme"": 'PME', 'Date de création': '2022', 'Thématiques': 'IA,                                                                             Logiciel', 'Marchés': 'Santé', ""Date d'adhésion"": '01/02/2024'}","{'Adresse': '59 Chemin du Moulin Carron\n                                                                                                                                                    69570\n                                                                                                                DARDILLY', 'Contact': 'IFERGAN Frederic                                        CEO'}"
https://www.minalogic.com/annuaire/hummink/,https://www.minalogic.com/wp-content/uploads/2022/06/logo-hummink-333x250.png,Hummink,"Hummink permet l’assemblage des objets de micro et nano-électronique de demain grâce à une nouvelle technologie de fabrication additive nanométrique déposant n’importe quel matériau, sur n’importe quelle surface avec une liberté de design sans précédent.","{""Type d'organisme"": 'PME', 'Date de création': '2020', 'Thématiques': 'Microélectronique,                                                                             Photonique,                                                                             Quantique', 'Marchés': 'Infrastructures du numérique', ""Date d'adhésion"": '29/03/2022'}","{'Adresse': '5, Rue Charlot\n                                                                                                                                                    75003\n                                                                                                                PARIS', 'Contact': 'BONCENNE Pascal                                        COO'}"
https://www.minalogic.com/annuaire/left-angle/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-left-angle-333x250.png,Left Angle,"LEFT ANGLE développe AutoGraph, un logiciel multiplateforme dédié à l’animation de graphismes 2D/3D professionnels à l’attention des graphistes indépendants, agences de communication et studios de motion-design et d’effets-visuels. AutoGraph propose une gamme d’outils professionnels complets, qui augmentent drastiquement la productivité et donc la rentabilité du graphiste notamment à travers un champ d’expression créative beaucoup plus vaste propulsé par une technologie logicielle innovante.","{""Type d'organisme"": 'PME', 'Date de création': '2019', 'Thématiques': 'Logiciel', 'Marchés': 'ICC', ""Date d'adhésion"": '21/02/2020'}","{'Adresse': ""655 avenue de l'Europe\n                                                                                                                                                    38330\n                                                                                                                MONTBONNOT"", 'Contact': 'GAUTHIER-FOICHAT Alexandre                                        Président'}"
https://www.minalogic.com/annuaire/apimove/,https://www.minalogic.com/wp-content/uploads/2024/02/logo-apimove.png,APIMOVE,"APIMOVE développe des Solutions basées sur l'IA et la computer vision pour l'industrie automobile.
Un consommateur peut, en photographiant son véhicule, chercher et trouver des pneus, pièces et accessoires très rapidement.
Nous utilisons la reconnaissance d’images pour créer de l’interactivité entre le consommateur et son véhicule.
Ainsi nous simplifions ses achats.
Nous fournissons les professionnels de l’automobile qui implémentent nos modules dans leurs sites e-commerce.","{""Type d'organisme"": 'PME', 'Date de création': '2021', 'Thématiques': 'IA,                                                                             Logiciel', 'Marchés': 'Agro-alimentaire,                                                                             ICC,                                                                             Mobilité', ""Date d'adhésion"": '27/02/2024'}","{'Adresse': '66 Boulevard Niels Bohr\n                                                                                                                CEI 1\n                                                                                                                69100\n                                                                                                                VILLEURBANNE', 'Contact': 'DUPLANIL Eric                                        CEO'}"
https://www.minalogic.com/annuaire/inouid/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-inouid-333x250.png,INOUID,"L’équipe d’INOUID intègre et crée des solutions pour que l’industrie puisse tirer parti des Data Industrielles quelle que soit leur origine (automate, PLC, Capteurs, Machines industrielles, Robots) et assurer sa transition numérique vers l’industrie du futur.
L’entreprise gagne en Agilité, Qualité et Sécurité par la Visualisation, le Contrôle et l’Analyse les données industrielles en temps réel. Notre solution est Puissante, Evolutive et Accessible.
Nos spécialistes de l’IoT Industriel mettent en place une connectivité transversale de tous vos systèmes par étapes accessibles.
Pour vous apporter une compétitivité et attractivité retrouvée, la maîtrise de vos équipements et sites distants, des décisions, en temps réel, basées sur la donnée, de nouveaux business modèles, des équipes motivées, et une entreprise durable.
Industrie 4.0 :
Notre solution permet l’exploitation des données transversales pour une prise de décision en temps réel et la création de valeur maximale. INOUidata™ notre Edge-Gateaway permet la connectivité des équipements et INOUivision™ permet leur supervision.
La convergence de l’OT et de l’IT est enfin à portée de click. Tous les secteurs industriels sont concernés avec un accent particulier sur l’automobile, les produits et sites industriels distants, l’énergie et la marine.
La captation systématique de données à distance (IIoT) :
permet la maîtrise et la performance du SAV, donnant accès à la maintenance prédictive, l’optimisation du design et de nouveaux business modèles compétitifs. Un bond de performance pour tous les produits et services techniques, sensibles à l’usage, à la maintenance ou avec un engagement de performance.
Nos produits :
• INOUidata™ est une Edge-Gateway pour connecter et collecter vos données
• INOUisaas™ est une solution personnalisée d’architecture de stockage local ou en Cloud
• INOUivision™ 4.0 est plus qu’un SCADA, un nouveau business modèle. Mise en oeuvre et ROI rapide, une solution agile aux nouveaux standards 4.0 : Compétitivité, Service Client & Attractivité.
• RSE : INOUiconnect™ vous fait bénéficier des nouvelles technologies sécurisant et améliorant les conditions de travail. Pour un meilleur respect de la planète et de l’humain","{""Type d'organisme"": 'PME', 'Date de création': '2017', 'Thématiques': 'IA,                                                                             Logiciel,                                                                             Microélectronique', 'Marchés': 'Industrie du futur', ""Date d'adhésion"": '17/04/2018'}","{'Adresse': '17 rue louis chirpaz\n                                                                                                                                                    69130\n                                                                                                                ÉCULLY', 'Contact': 'BRIAND Didier                                        Directeur'}"
https://www.minalogic.com/annuaire/calypt/,https://www.minalogic.com/wp-content/uploads/2024/01/logo-calypt.png,Calypt,"CALYPT est un Cabinet de Conseil spécialisé en sécurité informatique basé à Lyon depuis 2013. C'est avec rigueur et discrétion que CALYPT accompagne ses clients. Les prestations proposées couvrent le large domaine de la sécurité de l'information : test d'intrusion interne/externe, audits RedTeam, audit de code, audit mobile, audit O365, audit industriel, audit organisationnel de sécurité informatique etc.
CALYPT est également présent sur les enjeux de surveillance de la cybermenace (CTI), ainsi que sur la gestion des réponses à incident - Equipe CSIRT reconnue par l'ANSSI. Avec une équipe de 18 auditeurs techniques, CALYPT souhaite aujourd'hui développer son aura et participer à la protection du patrimoine formationnel des entreprises et organisations de sa région.","{""Type d'organisme"": 'PME', 'Date de création': '2013', 'Thématiques': 'Cybersécurité,                                                                             IA,                                                                             IoT,                                                                             Logiciel', 'Marchés': 'Agro-alimentaire,                                                                             Chimie Environnement,                                                                             Défense,                                                                             Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             NewSpace,                                                                             Santé,                                                                             Textile', ""Date d'adhésion"": '12/01/2024'}","{'Adresse': '20 rue de la Villette\n                                                                                                                                                    69003\n                                                                                                                LYON', 'Contact': 'BENIS Loic                                        Associé & Co -Fondateur'}"
https://www.minalogic.com/annuaire/elichens/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-elichens.png,Elichens,"Créée en décembre 2014, eLichens est une start-up ayant pour mission de permettre aux individus de numériser leur environnement. La société s’appuie sur un portefeuille de brevets, un savoir-faire, des compétences, qui lui permettent de développer et commercialiser des solutions complètes, capteurs/data/services pour adresser les marchés industriels, de la smart city et du smart building ainsi que les marchés grands publics. eLichens a son siège à Grenoble.","{""Type d'organisme"": 'PME', 'Date de création': '2014', 'Thématiques': 'IA,                                                                             Logiciel,                                                                             Microélectronique,                                                                             Photonique', 'Marchés': 'Agro-alimentaire,                                                                             Chimie Environnement,                                                                             Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             Santé', ""Date d'adhésion"": '08/12/2015'}","{'Adresse': 'Bâtiment BHT-2\n                                                                                                                Zone Bouchayer-Viallet\n                                                                                                                38025\n                                                                                                                GRENOBLE CEDEX 1', 'Contact': 'ATTIA Marc                                        CMO'}"
https://www.minalogic.com/annuaire/designers/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-collectifdesigners-0-386x104.gif,Designers+,"Designers+ est le réseau professionnel en Auvergne-Rhône-Alpes dédié aux designers et aux métiers proches du design comme les architectes, bureaux d'études, ergonomes. Nous accompagnons nos adhérents dans le développement de leur activité par le biais d'échanges entre entrepreneurs créatifs et réseaux économiques, d'ateliers, formations, veille, évènementiels et en favorisant la mise en place d'équipes pluridisciplinaires.","{""Type d'organisme"": 'Organisme de développement économique', 'Date de création': '2007', 'Thématiques': 'Microélectronique', 'Marchés': 'ICC', ""Date d'adhésion"": '02/04/2015'}","{'Adresse': '5 Rue Javelin Pagnon\n                                                                                                                                                    42000\n                                                                                                                SAINT ETIENNE', 'Contact': 'MOINE Philippe                                        Président'}"
https://www.minalogic.com/annuaire/digital-league/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-digital-league-333x250.png,DIGITAL LEAGUE,,"{""Type d'organisme"": 'Pôle de compétitivité, clusters & French Tech', 'Date de création': '2017', 'Thématiques': 'Logiciel', 'Marchés': 'Infrastructures du numérique', ""Date d'adhésion"": '03/04/2017'}","{'Adresse': '11 Passage Panama\n                                                                                                                Campus Région Numérique\n                                                                                                                69002\n                                                                                                                LYON', 'Contact': 'BAUDRY Daniel                                        Délégué Général'}"
