nom;description;logo;mots_cles_b;site_web_x;tags;emplacement;Date dernier financement;Série;Montant;LinkedIn;adresse_z;Contact;Date de création;Marché;Type d'organisme
WEEZME;Agence Mobile - Weezme | Mobilisons nos talents !;https://upload.prd.hbd.cloud.bpifrance.fr/2f56ce25-e9af-4982-951d-5745bf37a07e;;http://weezme.com/;;;;;;;Rueil-Malmaison;;;;
WEFIGHT;Wefight a été créé en 2017 par Benoît Brouard (Docteur en Pharmacie, ancien interne des hôpitaux de Paris) et Pierre Nectoux (Ingénieur issu de CentraleSupelec). C’est en combinant leur connaissance du monde de la santé et leur expertise technique que Benoît et Pierre ont eu l’idée de Vik. Vik est un compagnon virtuel qui répond à toutes les questions des patients en lien avec leur maladie, leur traitement ou leur parcours de soins.;https://maddyness.twic.pics/2019/07/Logo-WeFight.jpg?twic=v1/output=meancolor;;https://www.wefight.co/fr/accueil-2/;;;09.01.21;;10.0 M€;;;;;;
WEFOX;Fondée en 2015, Wefox est une plateforme insurtech définissant la catégorie qui connecte les compagnies d'assurance, les courtiers, les entreprises et les clients pour donner au monde un accès simple aux solutions d'assurance numériques.;https://maddyness.twic.pics/2024/01/Wefox.jpg?twic=v1/output=meancolor;['#assurtech'];http://www.wefox.com/;;;03.01.19;Série B;94.0 M€;;;;;;
WEGLOT;Real-time translation solution to facilitate the integration and management of multilingual versions of a site;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/14b69110-3617-4122-8df9-d9e58b4c0ae6;;https://weglot.com/fr/;;;03.01.22;Série A;45.0 M€;;;;;;
WEGROW;WeGrow développe une plateforme SaaS, intégrée dans Microsoft Teams, Facebook Workplace et Google Workplace, permettant de faire émerger les bonnes pratiques au sein des équipes grâce à la gamification.;https://maddyness.twic.pics/2021/10/Capture-decran-2021-10-21-a-10.04.08.png?twic=v1/output=meancolor;['#rh / management'];https://www.wegrow-app.com/;;;09.01.24;Série A;7.0 M€;;;;;;
WEKARE;WeKare propose aux libéraux de santé des cabinets médicaux et paramédicaux à la location.;https://maddyness.twic.pics/2024/11/WeKare.jpg?twic=v1/output=meancolor;['#medtech'];http://wekare.eu/;;;11.01.24;Amorçage;2.0 M€;;;;;;
WEKTOO;Lutter contre le gaspillage alimentaire en mettant la technologie au service de l'humain.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/a8da1dfe-ffe4-4793-b855-47423fcbd1f0;;http://www.wektoo.com/;;;;;;;;;;;
WELCOME AT;Welcome At est une plateforme digitale qui permet de booster la gestion des visiteurs pour votre entreprise. Welcome At permet d'améliorer l'efficacité de votre accueil et la sécurité de vos bâtiments, de séduire vos visiteurs, en pleine conformité avec le RGPD.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/d4fe021e-2134-4a46-b215-d542519f3f18;;https://welcome-at.com/;;;;;;;;;;;
WELCOME AT WORK;Créée en 2016 par Nicolas Beuvaden, Welcome at Work est une startup à forte croissance qui propose une solution clé en main pour les propriétaires d’immeubles de bureau, sociétés locataires et leurs résidents et dispose d'une offre de services sur mesure. Welcome at Work assure la création, la gestion et animations des parties communes des immeubles de bureaux et se donne pour missions de favoriser l’épanouissement des résidents, améliorer la qualité de vie au travail et l’attractivité de ces espaces pour notamment fidéliser les talents. Welcome at Work simplifie la vie des résidents par une offre de services adaptés (accueil haut de gamme, conciergerie et animations, collectstore, espaces bien-être et studio zen, gestion de business center et coworking, salle de sports et cafétéria, etc.).;https://maddyness.twic.pics/2020/09/Logo-Welcome-at-work.png?twic=v1/output=meancolor;;https://welcomeatwork.com/;;;09.01.20;Série A;4.0 M€;;;;;;
WELCOME AT WORK!;Welcome at Work! est le premier concept dédié à la création, la gestion et l’animation des parties communes des immeubles de bureau, favorisant l’épanouissement des résidents. La startup simplifie la vie des résidents par une offre de services adaptés (accueil, conciergerie, cafétéria, salle de sport, collectstore, studio zen,…), et ajoute une touche de vie dans l’immeuble en organisant des évènements sportifs, culturels, networking et bon plans.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2eb921cc-edb3-44ad-ae12-6a8057d2bdd4;;http://www.welcomeatwork.com/;;;;;;;;;;;
WELCOME TO THE JUNGLE;"Welcome to the Jungle est le média de référence sur le travail qui a pour mission d’accompagner chaque personne dans son développement professionnel. Le média propose de nombreux types de contenus créés avec l’objectif d’aider chacun à trouver du sens au travail.
Le site rassemble aussi plus de 2 500 profils d'entreprises, chacune mise en avant avec du contenu exclusif afin de permettre aux candidats de se projeter et de choisir l’entreprise qui leur correspond.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/013d5e38-42f7-4b36-98c7-aa60e5237a56;['#SaaS', '#Staffing Agency', '#Human Resources'];https://www.welcometothejungle.com/fr;;;05.01.18;Série A;7.0 M€;;;;;;
WELFAIRE;Fondée en 2022, Welfaire est une assurtech prévoyance & santé des indépendants (TNS).;https://maddyness.twic.pics/2024/02/Welfaire.jpg?twic=v1/output=meancolor;['#assurtech'];https://www.welfaire.com/;;;02.01.24;Amorçage;3.0 M€;;;;;;
WELINK;WeLink édite plusieurs plates-formes de mise en relation pour les professionnels.;https://maddyness.twic.pics/2020/11/te%CC%81le%CC%81chargement.jpeg?twic=v1/output=meancolor;;https://www.we-link.io/;;;12.01.20;Série A;4.2 M€;;;;;;
WELINQ;Créée en 2022, Welinq fournit une mémoire quantique permettant d'interconnecter plusieurs unités de traitement quantique. Cette solution est basée sur des atomes froids pour déployer des liens quantiques quelle que soit la distance.;https://maddyness.twic.pics/2023/02/Welinq.png?twic=v1/output=meancolor;;https://welinq.fr/;;;02.01.23;Amorçage;2.5 M€;;;;;;
WELKOM;"Welkom est une plateforme d'emailing qui permet d'augmenter votre CA en scénarisant vos envois. Elle s'adresse aux petits et moyens commerçants qui n'ont ni les moyens, ni le temps d'adopter de grosses solutions comme le font les poids lourds du secteur.
Commencez rapidement à faire du chiffre d'affaire additionnel grâce à Welkom !";https://upload.prd.hbd.cloud.bpifrance.fr/51030698-3fa8-49ac-aa70-3d41c8940b22;;https://campaign-marketing.com/;;;;;;;;;;;
WELLIUM;Wellium est une entreprise spécialisée dans les solutions de télémédecine. Depuis sa création en 2016, l'entreprise a développé deux outils de téléconsultation, Leah et Fe;https://maddyness.twic.pics/2020/03/wellium.png?twic=v1/output=meancolor;;https://www.wellium.io/;;;03.01.20;Série A;2.0 M€;;;;;;
WELLO;Organiser la vie à domicile des personnes en perte d'autonomie;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/8d4688d4-2cd7-4eb5-8591-266112ec851b;;;;;;;;;;;;;
WELMO;Créée en 2016, la startup Welmo affiche l'ambition d'être la première agence immobilière en ligne à honoraires fixes qui accompagne la vente de biens immobiliers. Se targuant d'être l'une des seules du secteur qui est rentable, la société propose des estimations gratuites, une mise en ligne de l'annonce (rédigée et illustrée) sur plus de 40 sites ainsi qu'un accompagnement dans le suivi, la relance et la négociation entre vendeurs et acheteurs.;https://maddyness.twic.pics/2019/03/WELMO.png?twic=v1/output=meancolor;;https://welmo.fr/;;;09.01.21;;2.0 M€;;;;;;
WELOVEDEVS;Startup créée en 2015 par Damien Cavaillès et Vincent Cotro, WeLoveDevs.com (anciennement JeRechercheUnDev) aide les développeurs à trouver l’entreprise de leurs rêves. À l’inverse des processus de recrutement classiques, WeLoveDevs propose aux développeurs de choisir dans un premier temps les entreprises dans lesquelles ils souhaitent travailler. Un gain de temps considérable pour les recruteurs qui rencontrent uniquement des profils intéressés par leur entreprise.;https://maddyness.twic.pics/2018/08/Logo-WeLoveDevs.jpg?twic=v1/output=meancolor;;https://welovedevs.com/fr/;;;;;;;;;;;
WELOVEWORDS;WeLoveWords - La communauté en ligne des auteurs-rédacteurs;https://upload.prd.hbd.cloud.bpifrance.fr/d6549716-036a-434c-893b-1a2ad857e01b;;http://welovewords.com/;;;;;;;;;;;
WELYB;Une plateforme collaborative 100% marque blanche spécialement conçue pour les cabinets comptables;https://upload.prd.hbd.cloud.bpifrance.fr/af8833c0-3d1e-4962-b865-e3addbdf8764;;http://welyb.fr/;;;03.01.21;Amorçage;1.1 M€;;;;;;
WEMAINTAIN;WeMaintain propose une offre de maintenance des ascenseurs, des escalators, des systèmes de sécurité incendie et des porte-automatiques à Paris et à Londres. Et elle lance un nouveau bureau à Singapour. WeMaintain met en avant la transparence de son suivi;https://upload.prd.hbd.cloud.bpifrance.fr/4d2651fe-7f3a-4f16-8578-c3ad2691f51e;;https://www.wemaintain.com/fr;;;07.01.21;Série B;30.0 M€;https://www.linkedin.com/company/wemaintain-com/;"8 Rue des Pirogues de Bercy Paris, 75012
France";;;;
WENABI;Dynamiser l'engagement solidaire en entreprise, mobiliser chaque collaborateur, c'est possible et c'est par ici ! Découvrez la plateforme d'engagement solidaire wenabi.;https://upload.prd.hbd.cloud.bpifrance.fr/2353064b-af0e-4d10-aa6b-c18d0c16cee9;;https://wenabi.com/#/;;;;;;;;;;;
WENIUS;Spécialisée en ingénierie ferroviaire réalisant des études d'ingénierie pour la modernisation des infrastructures;https://upload.prd.hbd.cloud.bpifrance.fr/f8e3fdf5-cd01-47db-a470-64bbfdaa6727;;https://www.wenius.fr/;;;;;;;;;;;
WENOW;Permet aux entreprises de réduire leur empreinte carbone en activant des solutions de mobilité durable, de formation des collaborateurs, de mesure du bilan carbone et de contribution climat.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/829c5576-75a6-48c1-be48-80730689dc2c;['# Contribution climat', '# Engagement collaborateurs', '#Climat', '# Bilan Carbone', '# Mobilité Durable'];http://wenow.com/;;;01.01.20;Série A;1.3 M€;;;;;;
WERLEN IPSUM;Studio et producteur d'animés nouvelle génération.;https://maddyness.twic.pics/2025/01/Werlen-ipsum-logo.jpg?twic=v1/output=meancolor;;https://werlenipsum.com/;;;07.01.24;Pré-seed;600.0k€;;;;;;
WERÉSO;Weréso, ce sont des espaces dédiés aux professionnels, aux TPE et aux équipes des grandes entreprises. Bureaux en espaces partagés ou privés, salles de réunion et de rendez-vous, le lieu est conçu pour travailler seul ou en équipe, recevoir, se rencontrer et collaborer. Un coworking sur mesure, basé sur la diversité des métiers et la convergence entre professionnels et experts.;https://maddyness.twic.pics/2018/11/wereso.jpeg?twic=v1/output=meancolor;;http://www.wereso.com/;;;;;;;;;;;
WESK;Wesk développe Shaary, un service d'auto-partage de véhicules électriques micro-gabarit et sans bornes déployés courant 2021.;https://maddyness.twic.pics/2021/05/WESK_Logotype-2021_PANTONE-802C_size.jpeg?twic=v1/output=meancolor;;https://wesk.mobi/;;;05.01.21;Amorçage;3.0 M€;;;;;;
WESUR;Lancée en 2021, WeSurest une solution digitale qui permet de comparer, souscrire et gérer des contrats d'assurances simplement.;https://maddyness.twic.pics/2024/02/WeSur.jpg?twic=v1/output=meancolor;['#assurtech'];https://wesur.fr/;;;02.01.24;Amorçage;1.0 M€;;;;;;
WETAIL;Altavia is the first international independent group specialized in sales communications for retailers. Founded in 1983 by Chief Executive Officer Raphaël Palti, the group offers tailor-made Sales Activation solutions. Nowadays, sales communications effectiveness lies in the unique relational alchemy which enables retailers to forge fruitful links with their customers. This relational alchemy requires day-to-day nurturing, enrichment and transformation. Altavia provides more than 300...;https://upload.prd.hbd.cloud.bpifrance.fr/0899452a-e677-4c68-8532-200492a51678;;https://wetail.com/;;;;;;;;;;;
WETHENEW;Wethenew est une site de e-commerce dédié aux sneakers sorties en édition limitée.;https://maddyness.twic.pics/2021/06/wethenew-Logo.png?twic=v1/output=meancolor;;https://wethenew.com/;;;06.01.21;Série A;10.0 M€;;;;;;
WETRADELOCAL / FLEURS D'ICI;"WeTradeLocal se positionne comme une alternative durable aux plateformes de commerce, en mettant le digital au service d’un commerce multi-local. WeTradeLocal s’appuie sur les savoir-faire d’artisans indépendants et de commerces de proximité afin de proposer des produits transformés à partir de matières premières agricoles locales. 
Fleurs d'Ici, la 1ère marque 100% ""Slow Flower"" qui propose une offre de fleurs locales et de saison, est la première expérimentation de ce modèle.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b25db724-2b13-4333-93c3-dc96cae3f544;;https://www.wetradelocal.io/;;;;;;;;;;;
WETRADELOCAL.IO;Un système de gestion de l'offre qui répond aux besoins d'approvisionnement mondiaux;https://upload.prd.hbd.cloud.bpifrance.fr/6a042fe5-ac0c-4b76-96ae-fef3a74fca65;;https://wetradelocal.io/;;;;;;;;;;;
WEVER;First massive tailor-made mobility management tool;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/07069b73-c3a3-42d8-977c-d43a5090497a;;http://wever.fr/;;;02.01.24;Amorçage;500.0k€;;;;;;
WEVIEW;Mesurer et piloter la qualité de vie au travail des collaborateurs via des questionnaires simples et rapides.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/faac7e2e-ad18-4395-811d-445693f746df;;;;;;;;;;;;;
WEWATCHES;Lancée en 2022, WeWatches est une encyclopédie de l'horlogerie en ligne alimentée par de nombreux experts de la montre.;https://maddyness.twic.pics/2023/11/WeWatches.png?twic=v1/output=meancolor;['#e-commerce'];https://www.wewatches.com/feed;;;;;;;;;;;
WEXITY;Plateforme de gestion de ville numérique, Wexity réinvente la solution de gestion urbaine dans les villes à forte croissance d'Afrique, d'Inde, du Moyen-Orient et plus encore... Wexity a été conçu pour accompagner tous ces enjeux et accompagner les équipes locales dans leur évolution.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/28bca24d-046b-42ce-8d25-3151af293c16;;http://wexity.fr/;;;;;;;;;;;
WHALLER;Créez vos propres réseaux sociaux et / ou collaboratifs. Dossier de presse : https://t.co/kEwLtOPc7D #privacy #frenchtech #souveraineténumérique 🇫🇷;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/41148e53-ccf2-46a4-a666-c2956df00d0c;;https://whaller.com/;;;05.01.21;;2.0 M€;;;;;;
WHALY;Whaly édite une plateforme no-code destinée aux équipes commerciales afin d’analyser et partager des données.;https://maddyness.twic.pics/2022/07/Capture-decran-2022-07-22-a-09.36.19.png?twic=v1/output=meancolor;['#martech'];https://whaly.io/;;;07.01.22;Amorçage;1.7 M€;;;;;;
WHAT MATTERS;Marque commercialisant en ligne des essentiels du quotidien bio, bons et rechargeables;https://upload.prd.hbd.cloud.bpifrance.fr/ff0a978c-d3b4-456e-980e-cc721c66a28a;;https://www.what-matters.fr/;;;;;;;;;;;
WHAT THE SHOP;What the Shop propose une solution dédiée aux lieux physiques permettant d'améliorer leur performance : la performance média (drive to store), la performance commerciale (analytics) ainsi que la performance client (kiosque).;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/41b8049d-90e5-4fdb-8dc2-19cc1ca3cf49;;;;;;;;;;;;;
WHATMATTERS;What Matters vend des produits écologiques et durables pour la maison, y compris des produits de nettoyage, des articles de soins personnels, et plus encore.;https://maddyness.twic.pics/2024/07/WhatMatters.png?twic=v1/output=meancolor;['#e-commerce'];https://what-matters.fr/;;;02.01.22;Seed;4.0 M€;;;;;;
WHEEL OF WORK;Fondée en 2020, WheelOfWork accompagne les talents en freelance en quête de missions et de stratégie de carrière personnalisée. Elle accompagne aussi les entreprises dans leur recherche de profils qualifiés.;https://maddyness.twic.pics/2023/09/Wheel-of-Work.jpg?twic=v1/output=meancolor;['#rh / management'];https://www.wheelofwork.com/;;;09.01.23;Amorçage;2.0 M€;;;;;;
WHEELIZ;Rendre la mobilité accessible aux personnes en situation de handicap moteur grâce à la location collaborative de véhicules aménagés.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/87794635-96f3-4412-856c-050c9237a2e4;;https://www.wheeliz.com/en;;;;;;;;;;;
WHEERE;Fondée en 2020, Wheere a inventé une technologie de géolocalisation en intérieur comme en extérieur contrairement au GPS qui ne fonctionne qu'en extérieur. Wheere mise sur le développement d’une puce électronique dédiée (ASIC), le déploiement des capitales mondiales et le lancement d’une constellation de satellites.;https://maddyness.twic.pics/2023/10/Wheere.png?twic=v1/output=meancolor;['#deeptech'];https://www.wheere.com/;;;10.01.23;Amorçage;11.0 M€;https://www.linkedin.com/company/wheereloc/;"400 avenue Marcel Dassault Castelnau-le-lez, - 34170
France";;;;
WHERE YOU LOVE;Where You Love questionne l'utilisateur en s'intéressant à ses centres d'intérêt, son style de vie ou encore ses habitudes de consommation. Et ce dans le but de lui suggérer les 3 biens immobiliers lui correspondant le plus et d’anticiper la constitution des dossiers clients. Cette société a été officiellement lancée en octobre 2017 par Alexandre Bonhomme, Benoit Palabre, Julian Nunez Lopez, Philippe Perez de San Roman et Thibault Randolph.;https://maddyness.twic.pics/2019/05/Logo-Where-You-Love.jpg?twic=v1/output=meancolor;;https://www.whereyoulove.com/;;;;;;;;;;;
WHILE ZERO;"LED Skipper (by While Zero) est une solution plug & play de contrôleur LED en art génératif qui permet aux designers et architectes de déployer des projets à base de LED à grande échelle avec un effet ""écran géant"" très percutant, sans efforts ni besoin d'une fabrication ou d'un développement sur-mesure.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/200c8d9b-bbe0-4636-9475-2f6c49295227;;https://www.whilezero.fr/;;;;;;;;;;;
WHIP MEDIA;Whip Media réinvente les licences et la distribution de contenu pour créer un écosystème de divertissement plus intelligent et plus rentable. Il aide les plus grandes organisations de divertissement au monde à évoluer grâce à des logiciels SaaS innovants et à des solutions d'analyse qui favorisent l'automatisation, la visibilité et l'intelligence pour suivre les performances du contenu n'importe où et connecter les consommateurs au contenu.;https://maddyness.twic.pics/2024/07/Whip-Media.jpg?twic=v1/output=meancolor;['#médias'];http://www.whipmedia.com/;;;13.01.25;Série A;0.0;;;;;;
WHISPEAK;Whispeak est une solution d'authentification biométrique vocale permettant un usage simplifié et plus sécurisé des services de communications unifiées et des applications web.;https://maddyness.twic.pics/2020/10/Capture-d%E2%80%99%C3%A9cran-2020-10-01-%C3%A0-18.00.07.png?twic=v1/output=meancolor;;https://whispeak.io/;;;10.01.20;Amorçage;560.0k€;;;;;;
WHITELAB GENOMICS;WhiteLab Genomics édite des solutions de data science et d'apprentissage machine pour la médecine génomique.;https://maddyness.twic.pics/2022/09/Capture-decran-2022-09-14-a-11.06.58.png?twic=v1/output=meancolor;;https://whitelabgx.com/;;;09.01.22;Série A;10.0 M€;;;;;;
WHIZZ;Whizz propose un service d'abonnement aux vélos électriques pour seulement 179 $/mois.;https://maddyness.twic.pics/2024/09/Whizz.png?twic=v1/output=meancolor;['#mobilité'];http://getwhizz.com/;;;06.01.24;Amorçage;4.5 M€;;;;;;
WHOZ;Whoz est une plateforme SaaS experte du staffing numérique - le processus d’affectation des collaborateurs aux projets d’une entreprise- pour les cabinets de conseil, les entreprises numériques et les bureaux d’études.;https://maddyness.twic.pics/2022/05/whoz.png?twic=v1/output=meancolor;;https://www.whoz.com/fr;;;05.01.22;;25.0 M€;;;;;;
WHYMPR;Pour les passionnés de la montagne, Whympr est une application communautaire qui permet de trouver les informations utiles pour pratiquer la randonnée, l’escalade, l’alpinisme ou le ski de randonnée. Grâce à une base de données de plusieurs dizaines de milliers de descriptions d’itinéraires et sommets partout dans le monde, mais aussi à l’accès à une cartographie topographique et en 3D, la météo des sommets ou encore les derniers retours d’expérience de la communauté, l’application renseigne sur les sentiers et informe sur les conditions en montagne.;https://maddyness.twic.pics/2020/01/Logo-Whympr.png?twic=v1/output=meancolor;;https://whympr.com/;;;01.01.20;Pré-seed;500.0k€;;;;;;
WHYSE;Whyse permet aux communautés professionnelles d’engager leurs membres au travers du retour d’expérience. La solution de Q&A est dotée d’une technologie de ciblage qui s’intègre directement dans les produits de messagerie existants. Ainsi, lorsqu’une question est posée, le système cible et sollicite les interlocuteurs pertinents au sein des communautés auquel appartient l’utilisateurs. Il propose ensuite aux personnes intéressées de rentrer dans la conversation au travers de l’outil de messagerie de leur choix.;https://maddyness.twic.pics/2019/05/Logo-Whyse.jpeg?twic=v1/output=meancolor;;https://whyse.co/;;;;;;;;;;;
WI-POOL;Wi-Pool conçoit des fonds mobiles et des équipements connectés pour piscines.;https://maddyness.twic.pics/2021/02/Capture-decran-2021-02-11-a-17.27.12.png?twic=v1/output=meancolor;;https://www.wi-pool.com/;;;02.01.21;Amorçage;400.0k€;;;;;;
WI-SMART CONSUMER;"Solutions numériques et IoT pour les gestions énergétique et technique du bâtiment : nos capteurs connectés mesurent en temps réel l'utilisation de l'énergie et la qualité de l'air intérieur dans les locaux professionnels. Les données sont restituées sur une web-plateforme SAAS dédiée, également dotée d'un module complet de gestion de suivi technique des équipements (GMAO). 
Economies d'énergies, confort au travail, optimisation des performances techniques des équipements.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/9515ac36-bd11-4cc5-875c-685728ad1d8a;;https://www.wismartconsumer.com/;;;;;;;;;;;
WI6LABS;"Wi6Labs develop secured wireless and lowpower sensors network
Wi6Labs développe des réseaux de capteurs sécurisés sans fil et faible energie";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/B1S7-vkIG.png%3Foh%3D40d1dd29c92123b9e05c4b2b34844f2f%26oe%3D5AB7C269;['#réseau', '#internet', '#objets', '#smart'];http://www.wi6labs.com/;;;;;;;;;;;
WIDDIM;Est une agence spécialisée dans la création de visites numériques (visites virtuelles 3D, vidéos 360° enrichies, photographie aérienne);https://upload.prd.hbd.cloud.bpifrance.fr/bf8e869a-166d-482c-90bd-3d630b2af43b;;http://widdim.com/;;;;;;;;;;;
WIDID;WiDiD est une entreprise fondamentalement innovante, nous combinons les expertises de notre équipe au meilleur de la recherche en sciences cognitives et en comportement humain pour vous fournir : une plate-forme d’immersive learning, du conseil, la production de contenus et des formations.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6c1ca764-9439-4813-b2ff-42820b87bc84;;https://widid.fr/;;;;;;;;;;;
WIFIRST;Connectivité en tant que service : WiFi, Fibre et services connectés;https://upload.prd.hbd.cloud.bpifrance.fr/13bc43fc-9dfd-4ebd-a81c-f214ddcbfac8;;https://www.wifirst.com/;;;;;;;;;;;
WIICARE;wiiCare Le système le plus sûr pour le maintien à domicile des personnes dépendantes;https://upload.prd.hbd.cloud.bpifrance.fr/d1b06739-eb43-4d30-b481-819a11c93eb9;;http://www.wiicare.fr/;;;;;;;;;;;
WIIDII;"La société Wiidii est née en 2014 de la rencontre entre deux mondes : celui de l’assistance personnelle et l’univers de l’intelligence artificielle. 
Notre avons créé la première To Do List intelligente (Smart To Do) qui gère toutes mes tâches du quotidien 24h/24 et 7j/7. 
J'y dépose toutes mes tâches chronophage : prise de rdv, réservation, recherche, achat...et elles se réalisent toutes seules grâce à une technologie d'assistance embarquée, combinaison de notre IA de nos assistants humains.";https://upload.prd.hbd.cloud.bpifrance.fr/eebe9dfc-32d1-47bd-b9f3-2507f0449776;;http://www.wiidii.com/;;;;;;;;;;;
WIIISDOM;Wiiisdom - anciennement GB&SMITH - est un éditeur de logiciel BtoB fondé en 2007 et spécialisé dans la Gouvernance Analytics. Depuis 2018, l'éditeur opère une mutation vers un modèle SaaS et s'ouvre à d'autres technologies de BI pour étendre son marché.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0fbb76ec-5667-4a99-a925-754495efd0b1;;https://www.wiiisdom.com/;;;10.01.22;Amorçage;6.0 M€;;;;;;
WIINK;Fondée en 2020, Wiink est un outil de marketing qui aide les marques à tirer parti de leur communauté. La startup entend révolutionner l'approche des recommandations en créant des espaces personnalisés permettant aux ambassadeurs de s'engager avec les marques. Ils peuvent accomplir des missions, débloquer des récompenses grâce à la gamification et contribuer à la croissance de la marque.;https://maddyness.twic.pics/2023/03/Wiink.png?twic=v1/output=meancolor;;https://wewiink.com/;;;03.01.23;Amorçage;1.0 M€;;;;;;
WIKER;Faciliter l'accès aux informations de proximité pour encourager les riverains à consommer, sortir et s'investir près de chez eux et ainsi soutenir le développement durable des communes et quartiers.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/c96f25ac-af32-4edd-8bfa-8c3c6f71dad8;;;;;;;;;;;;;
WIKIT;"Wikit est une solution de type chatbot B2E / B2A qui permet de traiter de façon automatisée les différentes demandes des utilisateurs finaux. Nous répondons ainsi à différents usages pour les entreprises et administrations :
- Interne aux entreprises et organisations publiques : Support Informatique / Assistance RH / Moyens Généraux à destination des employées et agents ;
- Externe aux organisations publiques : Gestion relations usagers (informations administratives, accès à des services, demandes et suivi de dossier d'aides et subventions, ...).
Notre promesse :
- Augmenter la satisfaction des utilisateurs finaux
- Optimiser les charges au niveau des fonctions supports (DSI, Relations Usagers ...)
La plateforme Wikit est basée sur des technologies d’intelligence artificielle appliquées au traitement du langage naturel (NLP). Elle regroupe tous les éléments permettant de construire un assistant virtuel intégré aux systèmes d’information de nos clients.";https://www.minalogic.com/wp-content/uploads/2023/01/wikit.png;;;;;;;;;"41 quai Fulchiron
                                                                                                                                                    69005
                                                                                                                LYON";BOUVARD Christophe                                        CTO;2018;Infrastructures du numérique,                                                                             ICC,                                                                             Industrie du futur;PME
WILD CODE SCHOOL;Web and mobile training school;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0f25ceb7-9ba2-4bf2-842c-187a7c89422b;;https://www.wildcodeschool.com/;;;09.01.18;Série A;3.0 M€;;;;;;
WILD WITS GAME;Wild Wits Games est un studio de jeu video indépendant. Grâce à un style visuel, narratif et musical original, ils créent des expériences immersives pour les joueurs. La société a aujourd’hui sorti un premier jeu de plateforme « Aetheris » et en prépare un deuxième.;https://maddyness.twic.pics/2024/01/wild_wits_games_logo.jpeg?twic=v1/output=meancolor;['#digital'];https://wildwits.games/;;;07.01.22;Seed;250.0k€;;;;;;
WILDESK;Mise à disposition de bureaux mobiles et immobiles, Import/Export, achat/vente de marchandises.;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/5b9160701eebd23bc8fb9648a1968cd1;;https://wildesk.fr/;;;;;;;;;;;
WILDMOKA;Active les services de streaming vidéo à la demande pour les diffuseurs;https://upload.prd.hbd.cloud.bpifrance.fr/dd3a4310-f353-4550-8a7d-81718f000802;;http://wildmoka.com/;;;;;;;Valbonne;;;;
WILDSENSE;Protect your forest against climate change;https://upload.prd.hbd.cloud.bpifrance.fr/4c7a1777-ad67-453a-b18f-1bd68bb60509;;http://wildsense.co/;;;;;;;Paris;;;;
WILLO;Robot brosse à dents à destination des enfants avec injection automatique d’eau et dentifrice;https://upload.prd.hbd.cloud.bpifrance.fr/49ace4f3-a811-411b-bffb-612d1e4c1ba6;;https://www.willo.com/;;;;;;;;;;;
WILLY ANTI-GASPI;Lancée en 2022, Willy anti-gaspi rachète directement aux marques des produits de qualité qui n’allaient pas être consommés pour de mauvaises raisons (date courte, emballage évenementiel ou léger surplus de production) et les revend via livraison partout en France - et jusqu'à 50% moins cher.;https://maddyness.twic.pics/2024/10/Capture-decran-2024-10-09-a-12.36.27.png?twic=v1/output=meancolor;['#greentech'];https://willyantigaspi.fr/;;;13.01.25;Seed;30.0k€;;;;;;
WILOKI;Wiloki développe une plateforme éducative qui repose sur des algorithmes d'intelligence artificielle pour adapter la pédagogie au profil de chaque enfant, de 7 à 14 ans.;https://maddyness.twic.pics/2021/04/Capture-decran-2021-04-22-a-17.12.54.png?twic=v1/output=meancolor;;https://wiloki.com/fr/;;;04.01.21;Amorçage;1.0 M€;;;;;;
WILOV;Wilov, est la première assurance auto « Pay When You Drive ». L'offre de Wilov est 100% sur mobile. Sans engagement, son prix s’ajuste tous les mois en fonction du nombre de jours de conduite. Son marché, qui vise les automobilistes ne conduisant pas tous les jours, et en particulier les urbains connectés, représente plus de 10 milliards d’euros et concerne quelques 20 millions de véhicules français.;https://maddyness.twic.pics/2018/03/logo_649dd73ab5afa6232aaaa3bb4d68b49a.png?twic=v1/output=meancolor;;https://www.wilov.com/;;;;;;;;;;;
