nom,SIREN,Date de création,Denomination légale,Denomination usuelle,Activité principale,Tranche effectifs,Catégorie entreprise,État administratif
SOBUS,981490592,2023-10-30,SOBUS,Non disponible,56.10C,Non disponible,Non disponible,Non disponible
SOCIAL BUILDER,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIAL CRUNCH,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIAL DIRECT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIAL MEDIA FAMILY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIAL MOOV,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIALDREAM,832080550,2017-08-02,SOCIALDREAM,Non disponible,59.11B,02,PME,Non disponible
SOCIALLYMAP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIETE NATIONALE DES OBJETS CONNECTES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIUM,803620483,2014-07-03,SOCIUM,Non disponible,41.10D,Non disponible,Non disponible,Non disponible
SOCIÉTÉ CHOLETAISE DE FABRICATION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIÉTÉ DE RECHERCHE EN TECHNOLOGIES TRANSVERSES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCIÉTÉ GÉNÉRALE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCLIP,984271718,2024-01-17,SAS SIBA SOCLIP,Non disponible,00.00Z,Non disponible,Non disponible,Non disponible
SOCLOZ,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOCOON,881777528,2020-02-12,SOCOON,Non disponible,63.12Z,Non disponible,PME,Non disponible
SOCRATE,320420417,1980-11-26,SOCRATE,Non disponible,74.90B,Non disponible,Non disponible,Non disponible
SODISTRA,339286189,1986-11-03,SODISTRA,Non disponible,51.4S,Non disponible,Non disponible,Non disponible
SOFT KIDS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOFTATHOME,500440813,2007-09-03,SOFTATHOME,Non disponible,62.01Z,22,GE,Non disponible
SOFTBRIDGE TECHNOLOGY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOFTLAW,815260393,2015-12-03,SOFTLAW,Non disponible,62.01Z,03,ETI,Non disponible
SOFTN,820632248,2016-05-24,SOFTN,Non disponible,62.01Z,01,PME,Non disponible
SOFTNLABS,818145302,2016-02-01,SOFTNLABS,Non disponible,62.02A,11,PME,Non disponible
SOGGE,832841803,2017-09-13,SOGGE,Non disponible,62.02A,01,PME,Non disponible
SOILPRINT,880743877,2020-01-14,SOILPRINT,Non disponible,72.19Z,01,PME,Non disponible
SOITEC,384711909,1992-03-01,SOITEC,SOITEC,26.11Z,42,ETI,Non disponible
SOLAIRE BOX,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLAIREDIRECT,513698472,2009-06-22,SOLAIREDIRECT PARTICIPATIONS,Non disponible,64.20Z,Non disponible,GE,Non disponible
SOLAL TECH,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLAR BROTHER,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLAR CLOTH SYSTEM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLASCURE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLEAN,822578845,2016-09-16,SOLEAN,Non disponible,33.20C,00,PME,Non disponible
SOLELH ENERGIE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLEN,339778029,1986-12-26,SOLEN,Non disponible,64.49,Non disponible,Non disponible,Non disponible
SOLID POWER,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLINKI,878969971,2019-11-05,SOLINKI,Non disponible,70.22Z,11,PME,Non disponible
SOLINUM,821691151,2015-09-07,SOLINUM,Non disponible,88.99B,12,PME,Non disponible
SOLISART,511154460,2009-03-13,SOLISART,SOLISART,28.12Z,11,PME,Non disponible
SOLLAN FRANCE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLREED,932772452,2024-09-06,SOLREED,Non disponible,46.52Z,Non disponible,Non disponible,Non disponible
SOLTEO,977705631,2023-07-10,SOLTEO,Non disponible,62.01Z,Non disponible,Non disponible,Non disponible
SOLUMATIC,798992970,2014-01-01,SOLUMATIC,Non disponible,62.01Z,12,PME,Non disponible
SOLUSTONE,843951542,2018-11-13,SOLUSTONE,Non disponible,68.31Z,01,PME,Non disponible
SOLUTION DATA,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLUTIONS 909,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLUTIONS PARFUM GRASSE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOLYLEND,827993601,2017-02-27,SOLYLEND,Non disponible,66.19B,02,PME,Non disponible
SOLYSTIC,393502463,1994-01-03,SOLYSTIC,Non disponible,33.20C,32,ETI,Non disponible
SOLÉO-ÉCOSOLUTIONS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOMEO SOLUTIONS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOMNO ENGINEERING,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SON,790747505,2013-01-07,SON,Non disponible,68.20B,Non disponible,Non disponible,Non disponible
SON SAS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SONAIDE,951396498,2023-04-05,SONAIDE,Non disponible,62.01Z,Non disponible,Non disponible,Non disponible
SONALTO,519064521,2010-01-01,SONALTO,Non disponible,46.46Z,01,ETI,Non disponible
SONETIN,792346629,2013-04-01,SONETIN,Non disponible,58.29A,Non disponible,Non disponible,Non disponible
SONIO,883053571,2020-04-07,SONIO,Non disponible,62.01Z,11,PME,Non disponible
SONUP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOPHIA ENGINEERING,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOPHIA GENETICS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOPHT,439505504,2001-09-27,SOPHT,Non disponible,68.20B,Non disponible,Non disponible,Non disponible
SOPRA STERIA,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SORA,410107114,1996-11-11,SORA,Non disponible,55.3A,Non disponible,Non disponible,Non disponible
SORARE,844355727,2018-10-01,SORARE,Non disponible,58.21Z,21,ETI,Non disponible
SORAREDATA,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SORELLA CARE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SORENIR,854000056,2019-09-19,SORENIR,Non disponible,82.91Z,21,PME,Non disponible
SOREWARDS,877691402,2019-09-30,SOREWARDS,Non disponible,58.29C,01,PME,Non disponible
SORIUS,882429277,2020-03-15,SORIUS,Non disponible,62.01Z,01,PME,Non disponible
SOSCIENCE,800062440,2013-10-25,SOSCIENCE,Non disponible,72.19Z,03,PME,Non disponible
SOTERIA LAB,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOUNDR,821437316,2016-07-08,SOUNDR,Non disponible,58.29C,Non disponible,Non disponible,Non disponible
SOUTH PIGALLE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SOVILLAS,443946629,2002-09-09,SOVILLAS,Non disponible,41.20A,11,PME,Non disponible
SOWEFUND,798611117,2013-12-01,SOWEFUND,Non disponible,70.22Z,11,PME,Non disponible
SOYHUCE,798215182,2013-10-30,SOYHUCE,Non disponible,62.02A,12,PME,Non disponible
SP3H,483597241,2005-08-03,SP3H,Non disponible,71.12B,11,PME,Non disponible
SPACE DESIGNER 3D,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPACE ELEPHANT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPACE LOCKER,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPACEABLE,842107070,2018-08-31,SPACEABLE,Non disponible,63.11Z,11,PME,Non disponible
SPACEFILL,840375166,2018-06-05,SPACEFILL,Non disponible,62.01Z,12,PME,Non disponible
SPACEKEYS,850607581,2019-04-23,SPACEKEYS,Non disponible,62.01Z,Non disponible,PME,Non disponible
SPACESENSE,879144285,2019-11-12,SPACESENSE,Non disponible,62.01Z,03,PME,Non disponible
SPAREKA,834272387,2017-12-27,SPAREKA,Non disponible,47.91B,12,PME,Non disponible
SPARINGVISION,821148327,2016-06-22,SPARINGVISION,Non disponible,72.19Z,12,PME,Non disponible
SPARK,894038157,2021-01-25,SPARK SPARK,Non disponible,47.91B,Non disponible,PME,Non disponible
SPARK CLEANTECH,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPARK LAB,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPARKLIN,894896448,2021-02-26,SPARKLIN,Non disponible,26.51B,02,PME,Non disponible
SPARKLING PARTNERS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPARKMATE FRANCE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPARKOW,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPARKUP,793555160,2013-06-06,SPARKUP,Non disponible,82.99Z,Non disponible,PME,Non disponible
SPARROW,792243008,2013-03-29,SPARROW,Non disponible,96.02A,02,PME,Non disponible
SPART,953154002,2023-06-02,SPART,Non disponible,58.19Z,Non disponible,Non disponible,Non disponible
SPARTACUS3D,802498972,2014-05-21,SPARTACUS3D,Non disponible,71.12B,01,ETI,Non disponible
SPARTAN,911105336,2022-03-03,SPARTAN,Non disponible,68.10Z,Non disponible,PME,Non disponible
SPARTED,804344216,2014-07-01,SPARTED,Non disponible,58.29C,11,PME,Non disponible
SPARTHA MEDICAL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPARUS SOFTWARE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPAYR,901621862,2021-07-26,SPAYR,Non disponible,58.29C,02,PME,Non disponible
SPECIALCHEM,432249126,2000-06-21,SPECIALCHEM,Non disponible,63.11Z,12,PME,Non disponible
SPECIFY,838002996,2018-03-01,SPECIFY,Non disponible,62.02A,11,PME,Non disponible
SPECTANTS,879479087,2019-09-15,SPECTANTS,Non disponible,72.11Z,Non disponible,PME,Non disponible
SPECTRAL TMS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPECTRAL TRANSACTIVE MEMORY SYSTEMS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPEEDERNET,422730853,1999-04-01,SPEEDERNET,Non disponible,62.02A,21,PME,Non disponible
SPEEXX,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPENDESK,821893286,2016-08-01,SPENDESK,Non disponible,62.02A,32,ETI,Non disponible
SPHÈRES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPIDEO,521942763,2010-04-01,SPIDEO,Non disponible,62.01Z,12,PME,Non disponible
SPIKO,953542958,2023-06-13,SPIKO,Non disponible,64.20Z,Non disponible,Non disponible,Non disponible
SPINALCOM,514972306,2009-09-22,SPINALCOM,Non disponible,62.01Z,11,PME,Non disponible
SPINEM ROBOTICS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPINERGIE,818863680,2016-02-16,SPINERGIE,Non disponible,70.22Z,12,PME,Non disponible
SPINEVISION,423661693,1999-07-15,SPINEVISION,Non disponible,32.50A,12,PME,Non disponible
SPINOFRIN,838005833,2018-02-19,SPINOFRIN,Non disponible,71.12B,01,PME,Non disponible
SPIRABLE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPITCHE,812774685,2015-07-18,SPITCHE,Non disponible,62.01Z,01,PME,Non disponible
SPIX INDUSTRY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPLIO,434533071,2001-01-09,SPLIO,Non disponible,58.29C,22,PME,Non disponible
SPLIO + D-AIM,817470867,2015-11-26,AIM,Non disponible,64.20Z,Non disponible,PME,Non disponible
SPONSORLIVE,794071688,2013-07-02,SPONSORLIVE,Non disponible,74.90B,01,PME,Non disponible
SPOON,443730007,2002-10-01,SPOON,Non disponible,51.4C,Non disponible,Non disponible,Non disponible
SPOOQS,901825505,2021-07-27,SPOOQS,Non disponible,63.11Z,Non disponible,PME,Non disponible
SPORE.BIO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPORES,840663231,2018-06-14,SPORES,Non disponible,71.12B,Non disponible,PME,Non disponible
SPORT FACTION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPORT HEROES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPORT HEROES GROUP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPORT QUANTUM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPORT TEAM BUILDING,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPORTALL,850499898,2019-05-22,SPORTALL,Non disponible,62.01Z,12,PME,Non disponible
SPORTBAK,822778478,2016-09-23,SPORTBAK,Non disponible,71.12B,Non disponible,PME,Non disponible
SPORTEASY,528841174,2010-11-26,SPORTEASY,Non disponible,70.21Z,12,PME,Non disponible
SPORTIHOME,825134604,2017-01-04,SPORTIHOME,Non disponible,62.01Z,11,PME,Non disponible
SPORTIW,840493977,2018-06-13,SPORTIW,Non disponible,62.01Z,11,PME,Non disponible
SPORTRIZER,820532794,2016-05-25,SPORTRIZER,Non disponible,63.12Z,00,PME,Non disponible
SPORTSDYNAMICS,879223923,2019-09-15,SPORTSDYNAMICS,Non disponible,62.01Z,11,PME,Non disponible
SPORTYNEO,894398114,2021-02-18,SPORTYNEO,Non disponible,58.29C,03,PME,Non disponible
SPOT-HIT,810280818,2015-03-09,HIT,Non disponible,63.11Z,Non disponible,PME,Non disponible
SPOTLIGHT MEDICAL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPOTR,833524796,2017-10-02,SPOTR,Non disponible,74.90B,Non disponible,PME,Non disponible
SPOTTT,821634763,2016-07-13,SPOTTT,Non disponible,62.01Z,12,PME,Non disponible
SPREADBUTTON,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPRING,350328076,1989-04-10,SPRING,T.F.R.(TRAVAUX FRANCE RENOVATION),45.3A,Non disponible,Non disponible,Non disponible
SPRING INVEST,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPRINT,304381445,1900-01-01,SPRINT,Non disponible,81.21,Non disponible,Non disponible,Non disponible
SPURO,829448745,2017-04-28,SPURO,Non disponible,62.09Z,02,PME,Non disponible
SPY COMMERCE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SPYNE,915292049,2022-07-05,SPYNE,Non disponible,62.01Z,Non disponible,PME,Non disponible
SPYRALS,883704165,2020-06-01,SPYRALS,Non disponible,62.01Z,Non disponible,PME,Non disponible
SQ-MOTORS,977717487,2023-07-12,SQ MOTORS,Non disponible,30.92Z,Non disponible,Non disponible,Non disponible
SQREEN,812826071,2015-07-23,SQREEN,Non disponible,58.29C,00,PME,Non disponible
SQUAD,899468771,2021-05-14,SQUAD,Non disponible,70.21Z,Non disponible,PME,Non disponible
SQUADEASY,922559315,2022-12-21,SQUADEASY X BLAST,Non disponible,70.10Z,Non disponible,PME,Non disponible
SQUADRONE-SYSTEM,800970212,2014-02-19,SQUADRONE SYSTEM,Non disponible,71.12B,11,PME,Non disponible
SQUADRUNNER / LIVE HAPPIER,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SQUARE SENSE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
SQUAREMILES,889180360,2020-09-16,SQUAREMILES,Non disponible,58.29C,00,PME,Non disponible
SQWAD,905307427,2021-11-02,SQWAD,Non disponible,62.01Z,03,PME,Non disponible
SRT,418351847,1998-04-01,SRT,Non disponible,43.99C,Non disponible,PME,Non disponible
STACKEO,841365794,2018-07-11,STACKEO,Non disponible,62.01Z,01,PME,Non disponible
STACKINSAT,880242649,2020-01-03,STACKINSAT,Non disponible,58.29A,11,PME,Non disponible
STACKTICAL,829644715,2017-04-10,STACKTICAL,Non disponible,62.01Z,01,PME,Non disponible
STAFF & GO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STAFFMAN,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STAFFMATCH,808453682,2014-12-04,STAFFMATCH,Non disponible,62.01Z,12,ETI,Non disponible
STAFFME,851849612,2019-06-15,STAFFME ACADEMY,Non disponible,85.59A,11,ETI,Non disponible
STAFIZ,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STAGE11,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STAIRWAGE,880699913,2020-01-07,STAIRWAGE,Non disponible,62.01Z,02,PME,Non disponible
STAMP,402716070,1995-10-24,STAMP,Non disponible,46.47Z,12,ETI,Non disponible
STAMPLE,533356747,2011-06-15,STAMPLE,Non disponible,70.10Z,01,PME,Non disponible
STAMUS NETWORKS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STANDING OVATION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STANE,838458123,2018-03-02,STANE,Non disponible,74.90B,03,PME,Non disponible
STANLEY ROBOTICS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STANSEA,797522851,2013-08-30,STANSEA,Non disponible,20.42Z,Non disponible,PME,Non disponible
STARBOLT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STARCIER,882624471,2020-04-01,STARCIER,Non disponible,62.02A,01,PME,Non disponible
STARDUST,521513200,2010-04-02,STARDUST,Non disponible,47.91B,Non disponible,PME,Non disponible
STARFISH BIOSCIENCE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STARKAGE THERAPEUTICS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STARKLAB,538296211,2011-12-15,STARKLAB,Non disponible,71.12B,03,PME,Non disponible
STARLETT,895119485,2021-03-15,STARLETT,Non disponible,45.11Z,00,PME,Non disponible
STARQUEST CAPITAL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STARTIN'BLOX,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STARTINGBLOCH,798328001,2013-11-04,STARTINGBLOCH,Non disponible,70.22Z,03,PME,Non disponible
STARTON,882006133,2020-03-02,STARTON,Non disponible,77.40Z,11,PME,Non disponible
STARTUP FLOW,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STARTUP PALACE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STAT4DECISION,810489856,2015-03-17,STAT4DECISION,Non disponible,62.02A,01,PME,Non disponible
STATEGEO,531595098,2011-05-09,STATEGEO,STATEGEO,70.22Z,11,PME,Non disponible
STATINF,879473593,2019-12-03,STATINF,Non disponible,62.01Z,11,PME,Non disponible
STATION CODING,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STATION W,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STEADYSUN,792522492,2013-04-08,STEADYSUN,Non disponible,62.02A,12,PME,Non disponible
STEEPLE,809726169,2015-01-14,STEEPLE,Non disponible,62.01Z,21,PME,Non disponible
STEEPULSE,980145858,2023-10-01,STEEPULSE,Non disponible,61.90Z,Non disponible,Non disponible,Non disponible
STEERFOX,798961140,2013-12-01,STEERFOX,Non disponible,62.01Z,12,PME,Non disponible
STEERIO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STEERLAB,979285681,2023-08-24,STEERLAB,Non disponible,62.01Z,Non disponible,Non disponible,Non disponible
STEERLIGHT,917893422,2022-07-22,STEERLIGHT,Non disponible,26.51B,01,PME,Non disponible
STELLAR,920874542,2022-10-01,STELLAR,Non disponible,47.19B,Non disponible,PME,Non disponible
STELLAR TELECOMMUNICATIONS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STELLAREA,880161476,2020-01-01,STELLAREA,Non disponible,28.22Z,Non disponible,PME,Non disponible
STELLARIA,837707512,2018-02-02,STELLARIA,Non disponible,82.19Z,03,PME,Non disponible
STELNEO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STENTYS,490932449,2006-07-01,STENTYS,Non disponible,72.19Z,Non disponible,PME,Non disponible
STEP PHARMA,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STEPSOL,822742045,2016-09-21,STEPSOL,Non disponible,71.12B,02,PME,Non disponible
STERBLUE,817756901,2016-01-13,STERBLUE,Non disponible,58.29C,00,PME,Non disponible
STEREOLABS,520325499,2010-02-09,STEREOLABS,STEREOLABS,62.01Z,12,PME,Non disponible
STERIXENE,839500196,2018-04-24,STERIXENE,Non disponible,28.99B,03,PME,Non disponible
STICKYADS.TV,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STIG,813756194,2015-09-20,STIG,Non disponible,62.01Z,Non disponible,PME,Non disponible
STIILT,829803675,2017-05-19,STIILT,Non disponible,62.01Z,11,PME,Non disponible
STILLA TECHNOLOGIES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STIMERGY,793625351,2013-06-12,STIMERGY,Non disponible,63.11Z,Non disponible,PME,Non disponible
STIMIO,803112796,2014-06-23,STIMIO,Non disponible,58.29C,12,PME,Non disponible
STIMSHOP,793966128,2013-06-07,STIMSHOP,Non disponible,73.11Z,01,PME,Non disponible
STIRWELD,832024350,2017-09-11,STIRWELD,Non disponible,28.41Z,12,PME,Non disponible
STMICROELECTRONICS,397544339,1994-06-01,STMICROELECTRONICS SRL,Non disponible,26.12Z,Non disponible,Non disponible,Non disponible
STOCKLEAR,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STOCKLY,828286880,2017-03-06,STOCKLY,Non disponible,62.01Z,12,PME,Non disponible
STOCKOSS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STOCKPRO,843210287,2018-10-10,STOCKPRO,Non disponible,58.29C,12,PME,Non disponible
STOKELP,902963651,2021-09-06,STOKELP,Non disponible,62.01Z,02,PME,Non disponible
STOLECT,851459891,2019-07-01,STOLECT,Non disponible,71.12B,02,PME,Non disponible
STONAL,829589431,2017-04-20,STONAL,Non disponible,62.01Z,12,PME,Non disponible
STONE EDGE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STONLY,841193667,2018-07-17,STONLY,Non disponible,62.01Z,11,PME,Non disponible
STOOTIE,533490041,2011-06-10,STOOTIE,Non disponible,62.01Z,Non disponible,PME,Non disponible
STOPMARCEL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STOREFRONT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STORETAIL,795349190,2013-09-04,STORETAIL,Non disponible,73.11Z,Non disponible,Non disponible,Non disponible
STORIO ENERGY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STORYFOX,810472431,2015-03-20,STORYFOX,Non disponible,63.12Z,03,PME,Non disponible
STOÏK,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STRANGEBEE,844289520,2018-11-23,STRANGEBEE,Non disponible,62.02A,11,PME,Non disponible
STRAPI,823487855,2016-10-28,STRAPI SOLUTIONS,Non disponible,62.01Z,12,PME,Non disponible
STRASS,391293651,1993-06-06,STRASS,Non disponible,52.4F,Non disponible,Non disponible,Non disponible
STRATOSFAIR,882593973,2020-03-18,STRATOSFAIR,Non disponible,77.33Z,02,PME,Non disponible
STRATOW,752443382,2012-05-25,STRATOW,Non disponible,70.10Z,11,PME,Non disponible
STRATUMN,815337324,2015-11-20,STRATUMN,Non disponible,62.01Z,00,PME,Non disponible
STREAMDATA IO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STREAMKAP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STREAMROOT,800354144,2014-01-24,STREAMROOT,Non disponible,62.02A,12,ETI,Non disponible
STREAMRUNNERS,897786513,2021-03-30,STREAMRUNNERS,Non disponible,62.01Z,02,PME,Non disponible
STRIPE,807572011,2014-10-20,STRIPE FRANCE,Non disponible,70.22Z,21,PME,Non disponible
STRONG BY FORM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
STUART,429826951,2000-02-15,STUART,XO - YOOMIE,47.71Z,03,PME,Non disponible
STUDAPART,790562813,2013-01-17,STUDAPART,Non disponible,62.01Z,12,PME,Non disponible
STUDELY,820541449,2016-05-26,STUDELY,Non disponible,66.19B,11,PME,Non disponible
STUDENTPOP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
