title,description,address,logo_url,website,category,url
SECUDEAL,Solution de Paiement en ligne 100% Gratuite,"2 Rue Donnat, Saint-Jean-de-Védas",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/cropped-favicon-black_0.png,https://www.secudeal.com/?utm_source=LesPepitesTech.com,SOLUTION DE PAIEMENT,https://lespepitestech.com/startup-de-la-french-tech/secudeal
CITINOV,"Citinov est une appli citoyenne conçue pour resserrer les liens sociaux, culturels et économiques de nos villes. Découvrez les activités et toutes les infos sur tes acteurs locaux, tout en participant à la vie citoyenne de ta commune.",37 impasse du roitelet,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_citinov_sans_fond.png,https://citinov.com/?utm_source=LesPepitesTech.com,ACTIVITÉS ET LOISIRS,https://lespepitestech.com/startup-de-la-french-tech/citinov
DOKEY,Dokey est un outil de rédaction de contenu optimisé pour votre SEO,"2 Rue Chénier, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_l.png,https://dokey.io/?utm_source=LesPepitesTech.com,SEO,https://lespepitestech.com/startup-de-la-french-tech/dokey
YOOMABOX,Solution clé en main d'expédition de colis à l'internationale à prix juste,"40 Rue Alexandre Dumas, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/capture_decran_2022-02-21_a_13.57.34.png,http://www.yoomabox.com/?utm_source=LesPepitesTech.com,ACCESSIBILITÉ,https://lespepitestech.com/startup-de-la-french-tech/yoomabox
1YEAR1BOOK,Faire un Yearbook n'a jamais été aussi simple,"27 Rue du Chemin Vert, 75011 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_new_seul_3.png,https://www.1year1book.com/?utm_source=LesPepitesTech.com,LIFESTYLE,https://lespepitestech.com/startup-de-la-french-tech/1year1book
APÉRIX,Box Apéro et Produits du Terroir à offrir,"14c Rue de Strasbourg, Petit-Réderching",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-aperix.jpg,https://www.aperix.fr/?utm_source=LesPepitesTech.com,ABONNEMENTS,https://lespepitestech.com/startup-de-la-french-tech/aperix
MON7UP,Site d'achat-vente de matériel informatique entre particuliers et professionnels,94100 Saint-Maur-des-Fossés,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo6_3.png,https://www.mon7up.fr/?utm_source=LesPepitesTech.com,HARDWARE,https://lespepitestech.com/startup-de-la-french-tech/mon7up
HATI HATI,Hati Hati est le site de réservation d'activités en dernière minute en Ile de France,6 allée mulâtresse solitude,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_final4x.png,https://www.hati-hati.fr/?utm_source=LesPepitesTech.com,TOURISME,https://lespepitestech.com/startup-de-la-french-tech/hati-hati
DIABILIVE,"Plateforme digitale intégrée et collaborative à destination des patients diabétiques insulino-requérants, de leurs aidants et de leurs professionnels de santé.","218-228, Avenue du Haut Lévêque, 33600 Pessac",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_diabilive_0.png,http://www.diabilive.com/?utm_source=LesPepitesTech.com,Catégorie non disponible,https://lespepitestech.com/startup-de-la-french-tech/diabilive
SEITISS,Transformer tous les déchets en produits circulaires,2 route de la noue 91190 gif sur Yvette,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_seitiss.png,http://www.seitiss.com/?utm_source=LesPepitesTech.com,ÉCONOMIE CIRCULAIRE,https://lespepitestech.com/startup-de-la-french-tech/seitiss
BETM,Solution de gestion et d’aide aux paris sportifs,Lille,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/betm_logo_2020_hd.png,https://www.betm.co/?utm_source=LesPepitesTech.com,ARGENT,https://lespepitestech.com/startup-de-la-french-tech/betm
LIEBR,Liebr révolutionne le secteur du service après-vente automobile à travers la 1ère plateforme (SaaS enabled marketplace) de mise en relation entre mécaniciens/garagistes professionnels et usagers deux-roues motorisés.,"5 Parvis Alan Turing, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_orange_1_0.png,https://www.liebr.fr/?utm_source=LesPepitesTech.com,AUTOMOBILE,https://lespepitestech.com/startup-de-la-french-tech/liebr
INO-VR,Matériel et services de réalité virtuelle pour professionnels,Lyon,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo2019.png,http://www.ino-vr.com/?utm_source=LesPepitesTech.com,RÉALITÉ VIRTUELLE,https://lespepitestech.com/startup-de-la-french-tech/ino-vr
JUBILIZ,La solution d'accompagnement à la transition retraite des collaborateurs en fin de carrière,"11 Rue de Brizeux, Rennes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_jubiliz_bleu1.png,https://jubiliz.fr/?utm_source=LesPepitesTech.com,BIEN-ÊTRE,https://lespepitestech.com/startup-de-la-french-tech/jubiliz
BIICOU,Le premier marché de puériculture reconditionnée,Pantin,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_double.jpeg,http://biicou.com/?utm_source=LesPepitesTech.com,ECONOMIE CIRCULAIRE,https://lespepitestech.com/startup-de-la-french-tech/biicou
BETM,Solution de gestion et d’aide aux paris sportifs,Lille,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/betm_logo_2020_hd.png,https://www.betm.co/?utm_source=LesPepitesTech.com,ARGENT,https://lespepitestech.com/startup-de-la-french-tech/betm
MILE'UP,Tout le sport qui vous entoure en 1 clic. Mile'Up c'est le 1er réseau connecté de lieux d'activités physiques et sportives. {SVP} : laissez-nous un avis avec le nom de la ville où vous habitez cela va nous aider à activer notre service.,"64 Rue d'Amsterdam, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/capture_decran_2019-11-29_a_16.40.16.png,http://www.mileup.eu/?utm_source=LesPepitesTech.com,ACTIVITÉS ET LOISIRS,https://lespepitestech.com/startup-de-la-french-tech/mileup
KOBBLE,"L’application pour payer ensemble, chacun sa part.",Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/sans_titre_50.png,https://kobble.fr/?utm_source=LesPepitesTech.com,PAIEMENT,https://lespepitestech.com/startup-de-la-french-tech/kobble
SLIKY,Consultez un avocat tout de suite ou sur rendez-vous pour obtenir des réponses à toutes vos questions du quotidien.,Montpellier,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/sliky1024px_0.png,https://sliky.fr/?utm_source=LesPepitesTech.com,AVOCATS,https://lespepitestech.com/startup-de-la-french-tech/sliky
ILLICOVETO,"1ère plateforme de conseils vétérinaires en France mettant en relation les propriétaires d’animaux de compagnie avec des vétérinaires par email, téléphone ou visio.","6 Place de la Gare, 08000 Charleville-Mézières",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_illicoveto_0.jpg,http://www.illicoveto.com/?utm_source=LesPepitesTech.com,ANIMAUX DE COMPAGNIE,https://lespepitestech.com/startup-de-la-french-tech/illicoveto
CALMEDICA,La plateforme de télésurveillance multi-canal pour automatiser le suivi patients !,"40 Rue Beaujon, 75008 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/calmedica-logo-flat-200.png,https://www.calmedica.com/?utm_source=LesPepitesTech.com,E-SANTÉ,https://lespepitestech.com/startup-de-la-french-tech/calmedica
ACTIFS PRÉCIEUX,Nous extrayons la nature pour vous.,"13 Rue des Émeraudes, Lyon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/img_4984_0.jpeg,https://actifsprecieux.com/?utm_source=LesPepitesTech.com,SANTÉ,https://lespepitestech.com/startup-de-la-french-tech/actifs-precieux
CITIZENWAVE,La première application qui accélère l’engagement de vos collaborateurs par le développement durable,"1er Arrondissement, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_citizenwave.png,https://www.citizenwave.com/?utm_source=LesPepitesTech.com,B2B,https://lespepitestech.com/startup-de-la-french-tech/citizenwave
NEW WHITE STORY,"New White Story est une Marketplace dédiée à l'univers du Mariage. Elle regroupe des pièces et marques exclusives, authentiques et uniques.",Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_high_resolution_1.png,https://www.newwhitestory.com/?utm_source=LesPepitesTech.com,MARKEPLACE,https://lespepitestech.com/startup-de-la-french-tech/new-white-story
DOKA TRANSLATION,Agence de traduction assermentée en ligne.,"41-43 Quai de Malakoff, Nantes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/doka-logo.jpg,https://dokatranslation.com/?utm_source=LesPepitesTech.com,APPLICATION,https://lespepitestech.com/startup-de-la-french-tech/doka-translation
GASTON,Votre secrétaire virtuel intelligent.,14 RUE DU GENERAL DELESTRAINT Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/profile-picture_0.png,https://gaston.tel/?utm_source=LesPepitesTech.com,ABONNEMENT,https://lespepitestech.com/startup-de-la-french-tech/gaston
ARLEQUIN,Arlequin est une plateforme d'investissement donnant accès aux marchés financiers mondiaux grâce aux technologies Web3.,"25 Rue de l'Université, Lyon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_3d_gros_0.jpg,https://www.arlequinfinance.com/?utm_source=LesPepitesTech.com,FINANCEMENT,https://lespepitestech.com/startup-de-la-french-tech/arlequin
FLYCUP,"Flycup propose des emballages innovants et éco-responsables. Nos emballages 3 en 1 sont uniques sur le marché, fabriqués en France, 100% recyclables et personnalisables. Le packaging lifestyle et écologique qui révolutionne l'expérience consommateur.","PARIS, 59 ter Rue Bonaparte, 75006 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_flycup_green_new_claim_1.png,https://www.flycup-packaging.com/?utm_source=LesPepitesTech.com,BPIFRANCE,https://lespepitestech.com/startup-de-la-french-tech/flycup
FIND MY DOMAINS,Application web simple pour trouver son nom de domaine,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/screenshot_2020-04-07_at_11.40.31.png,https://findmy.domains/?utm_source=LesPepitesTech.com,WEBSITE,https://lespepitestech.com/startup-de-la-french-tech/find-my-domains
THE POST TRACE,Création d'affiches et de posters sportifs personnalisées pour illustrer vos exploits et vos moments sportifs,"37 Cours d'Herbouville, Lyon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_small_icon_only_inverted_0.png,https://thepostrace.com/?utm_source=LesPepitesTech.com,SOUVENIR SPORTIF,https://lespepitestech.com/startup-de-la-french-tech/post-trace
ADDBIKE,AddBike créé des solutions innovantes pour le transport quotidien de charge à vélo,"40 Rue Decomberousse, Villeurbanne",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/addbike_logo_couleur_cmjn_3.png,https://add-bike.com/?utm_source=LesPepitesTech.com,MOBILITÉ DURABLE,https://lespepitestech.com/startup-de-la-french-tech/addbike
KOLET,Restez connectés partout où vous allez,"3 Rue de Gramont, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/copy_of_logo_kolet_icon_yellow.png,https://www.kolet.com/fr?utm_source=LesPepitesTech.com,TRAVEL,https://lespepitestech.com/startup-de-la-french-tech/kolet
"OVINIA, MARCHAND DE VINS ENGAGÉ",Marketplace de vins engagé,Neuilly-sur-Seine,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_ovinia_1_1.png,http://www.ovinia.fr/?utm_source=LesPepitesTech.com,MARKET PLACE,https://lespepitestech.com/startup-de-la-french-tech/ovinia-marchand-de-vins-engage
MED AND JOBS,Plateforme de mise en relation entre professionnels de santé,"Avenue de l'Europe, Gaillac",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_medjobs_reseaux_0.png,https://www.medandjobs.com/?utm_source=LesPepitesTech.com,DENTISTE,https://lespepitestech.com/startup-de-la-french-tech/med-and-jobs
DEEPCLIMB,Deepclimb est un centre de recherche sur l'escalade utilisant la donnée pour construire des solutions IA aux gymnases et grimpeurs.,"Incubateur Paris-Dauphine, Université Paris-Dauphine, Place du Maréchal de Lattre de Tassigny, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/deepclimb_logo1_0.png,http://deepclimb.io/?utm_source=LesPepitesTech.com,SPORTTECH,https://lespepitestech.com/startup-de-la-french-tech/deepclimb
GANDEE,Votre Impact Manager à portée de clic via une plateforme,"17 Rue de la Tremoille, 75008 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_gandee_saas_0.png,https://mecenat.gandee.com/?utm_source=LesPepitesTech.com,ACCOMPAGNEMENT RSE,https://lespepitestech.com/startup-de-la-french-tech/gandee
LUX MANE,Start-up d'Internet dans l'innovation et la création visuelle,"14 Quai Vendeuvre, Caen",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_286.png,http://www.lux-mane.com/?utm_source=LesPepitesTech.com,ANIMATION,https://lespepitestech.com/startup-de-la-french-tech/lux-mane
LOCAL DRIVE,Le premier Drive de votre commerce local !,"16 Route Nationale 6, Les Chères",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/localdrive-logo-rvb.png,https://www.localdrive.fr/?utm_source=LesPepitesTech.com,ALIMENTATION SAINE ET DURABLE / AGRICULTURE RAISONNÉE,https://lespepitestech.com/startup-de-la-french-tech/local-drive
DEEPCLIMB,Deepclimb est un centre de recherche sur l'escalade utilisant la donnée pour construire des solutions IA aux gymnases et grimpeurs.,"Incubateur Paris-Dauphine, Université Paris-Dauphine, Place du Maréchal de Lattre de Tassigny, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/deepclimb_logo1_0.png,http://deepclimb.io/?utm_source=LesPepitesTech.com,SPORTTECH,https://lespepitestech.com/startup-de-la-french-tech/deepclimb
MED AND JOBS,Plateforme de mise en relation entre professionnels de santé,"Avenue de l'Europe, Gaillac",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_medjobs_reseaux_0.png,https://www.medandjobs.com/?utm_source=LesPepitesTech.com,DENTISTE,https://lespepitestech.com/startup-de-la-french-tech/med-and-jobs
"OVINIA, MARCHAND DE VINS ENGAGÉ",Marketplace de vins engagé,Neuilly-sur-Seine,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_ovinia_1_1.png,http://www.ovinia.fr/?utm_source=LesPepitesTech.com,MARKET PLACE,https://lespepitestech.com/startup-de-la-french-tech/ovinia-marchand-de-vins-engage
KOLET,Restez connectés partout où vous allez,"3 Rue de Gramont, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/copy_of_logo_kolet_icon_yellow.png,https://www.kolet.com/fr?utm_source=LesPepitesTech.com,TRAVEL,https://lespepitestech.com/startup-de-la-french-tech/kolet
BÉNÉGO,La 1ère plateforme de France qui simplifie l'accès au bénévolat sportif et qui valorise l'engagement bénévole dans le sport,"French Tech Montpellier, Place de Zeus, Montpellier",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_benego_mukta_2_1_copie.png,https://www.benego.fr/?utm_source=LesPepitesTech.com,ACTIVITÉS ET LOISIRS,https://lespepitestech.com/startup-de-la-french-tech/benego
SKRIBIX,Nous écrivons des textes que les gens aiment et que Google adore !,"Beaujardin, Châteaugiron",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/bleu-avec-slogan.png,https://skribix.com/?utm_source=LesPepitesTech.com,REDACTION WEB,https://lespepitestech.com/startup-de-la-french-tech/skribix
LUMISSOLY,Le bijou connecté à vos plus beaux souvenirs.,"2 Rue Gustave Eiffel, 10430 Rosières-prés-Troyes, France",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_lumissoly_footer_0.png,https://www.lumissoly.com/?utm_source=LesPepitesTech.com,BIJOU CONNECTÉ,https://lespepitestech.com/startup-de-la-french-tech/lumissoly
POSTEE,"Le courrier, nouvelle génération. Digitaliser et simplifier vos envois de courriers, suivis ou recommandés, en quelques clics ! 🚀 📧","60 Rue de la Vallée, Amiens",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_transparent_2.png,https://fr.postee.io/?utm_source=LesPepitesTech.com,B2B,https://lespepitestech.com/startup-de-la-french-tech/postee
TRIXIT,TRIXIT est une solution de paiement fractionné pour les entreprises,"340 Avenue de la Marne, 59700 Marcq-en-Barœul",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-horizontal-rvb_png.png,http://trixit.co/?utm_source=LesPepitesTech.com,BNPL,https://lespepitestech.com/startup-de-la-french-tech/trixit
PODYUM,Le talent pool 100% startup qui permet aux recruteurs d'accélérer et simplifier leurs recherches de talents.,"49 Rue de Ponthieu, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logopodyumblack_0.png,http://www.podyum.fr/?utm_source=LesPepitesTech.com,TECHRH,https://lespepitestech.com/startup-de-la-french-tech/podyum
ODDITY VR,1er outil RH de réalité virtuelle dédié à l'identification des soft skills,"104 Rue Jean Burger, Saint-Julien-lès-Metz",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_typo_hq_color_0.png,https://www.oddity-vr.com/?utm_source=LesPepitesTech.com,RH,https://lespepitestech.com/startup-de-la-french-tech/oddity-vr
LITTLEBILL,La plateforme de référence qui connecte commerces et consommateurs via une application mobile.,"22 Montée Nicolas de Lange, Lyon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/lb-logo-dark3x.png,https://littlebill.io/?utm_source=LesPepitesTech.com,RETAIL,https://lespepitestech.com/startup-de-la-french-tech/littlebill
HANDIVISITES,Faciliter l'accès à la Culture et aux loisirs pour tous les publics,"11 Rue de la Petite Vitesse, Aigueperse",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-handivistes-pour-fond-clair_2.png,https://www.accesens.com/handivisites?utm_source=LesPepitesTech.com,APPLICATION MOBILE,https://lespepitestech.com/startup-de-la-french-tech/handivisites
SKRIBIX,Nous écrivons des textes que les gens aiment et que Google adore !,"Beaujardin, Châteaugiron",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/bleu-avec-slogan.png,https://skribix.com/?utm_source=LesPepitesTech.com,REDACTION WEB,https://lespepitestech.com/startup-de-la-french-tech/skribix
RETAIL SHAKE,"Retail Shake est une solution de veille concurrentielle intégrale, automatique et quotidienne. C'est un outil de veille à 360° : veille tarifaire, comparaison des produits, benchmark prix, pige promo, surveillance des stocks géolocalisée...","74 Rue des Arts, 59800 Lille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_retail_shake_png.png,https://www.retailshake.com/?utm_source=LesPepitesTech.com,APPLICATION MOBILE,https://lespepitestech.com/startup-de-la-french-tech/retail-shake-0
MERCI LA CONCIERGERIE,Conciergerie digitale dynamique et personnalisée pour type et taille d'entreprise,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/sans-titre-70.png,https://www.mercilaconciergerie.com/?utm_source=LesPepitesTech.com,ASSISTANT PERSONNEL,https://lespepitestech.com/startup-de-la-french-tech/merci-la-conciergerie
WINK,Logiciel de recrutement,"STATION F, Parvis Alan Turing, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_wink_1.png,https://www.wink-lab.com/?utm_source=LesPepitesTech.com,LOGICIEL DE RECRUTEMENT,https://lespepitestech.com/startup-de-la-french-tech/wink
LAB EVENT,Le premier logiciel SaaS regroupant tous les besoins organisationnels des métiers de l’événementiel.,"129 Rue Aristide Briand, Levallois-Perret",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_labevent_profil_linkedin.jpeg,https://www.lab-event.com/?utm_source=LesPepitesTech.com,API,https://lespepitestech.com/startup-de-la-french-tech/lab-event
METIWAY,"Plateforme marque employeur qui permet de partager des vidéos métiers de ses collaborateurs, et recruter grâce à des personnes informées sur les métiers.","23 Boulevard Thiers, Dijon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/metiway-planche-logo-v5-vecto-01.png,https://www.metiway.fr/?utm_source=LesPepitesTech.com,MEDIA,https://lespepitestech.com/startup-de-la-french-tech/metiway
GOTOMBOLA,La tombola en ligne simple et rapide pour toutes les associations,"147 Rue d'en Haut, 60250 Ansacq, France",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/fichier_1_0.png,https://gotombola.co/?utm_source=LesPepitesTech.com,TOMBOLA,https://lespepitestech.com/startup-de-la-french-tech/gotombola
NEOBRAIN,"Détectez, valorisez et mobilisez les compétences de vos collaborateurs pour anticiper votre stratégie RH de demain","46 Rue de Douai, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_horizontal_0.png,https://www.neobrain.io/?utm_source=LesPepitesTech.com,B2B,https://lespepitestech.com/startup-de-la-french-tech/neobrain
HOLLO,Hollo réinvente le processus de recrutement et la relation candidat,"23 Rue de Choiseul, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/0_3.jpeg,http://www.hollo.io/?utm_source=LesPepitesTech.com,Catégorie non disponible,https://lespepitestech.com/startup-de-la-french-tech/hollo
FONDU DE FROMAGE,Nous avons conçu différentes box à votre disposition en abonnement à s'offrir ou à offrir.,"99 Rue Gaston Baratte, Villeneuve-d'Ascq",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_def_0.png,http://www.fondudefromage.fr/?utm_source=LesPepitesTech.com,ALIMENTATION SAINE ET DURABLE / AGRICULTURE RAISONNÉE,https://lespepitestech.com/startup-de-la-french-tech/fondu-de-fromage
COWGESTION,Cow Gestion est une société de financement agricole alternatif proposant des contrats de location de cheptels bovins aux éleveurs.,"Le Grand Rigny, 58700 Nolay",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/cowgestion-logo-236-retina.png,https://cowgestion.fr/?utm_source=LesPepitesTech.com,AGRITECH,https://lespepitestech.com/startup-de-la-french-tech/cowgestion
DATAFRET,Solution de contrôle automatisé des factures de transport de marchandises,"11 Cours du 30 Juillet, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/datafret-logo-768x768-lg.png,https://datafret.com/?utm_source=LesPepitesTech.com,FACTURATION,https://lespepitestech.com/startup-de-la-french-tech/datafret
NEOBRAIN,"Détectez, valorisez et mobilisez les compétences de vos collaborateurs pour anticiper votre stratégie RH de demain","46 Rue de Douai, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_horizontal_0.png,https://www.neobrain.io/?utm_source=LesPepitesTech.com,B2B,https://lespepitestech.com/startup-de-la-french-tech/neobrain
HOLLO,Hollo réinvente le processus de recrutement et la relation candidat,"23 Rue de Choiseul, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/0_3.jpeg,http://www.hollo.io/?utm_source=LesPepitesTech.com,Catégorie non disponible,https://lespepitestech.com/startup-de-la-french-tech/hollo
GOTOMBOLA,La tombola en ligne simple et rapide pour toutes les associations,"147 Rue d'en Haut, 60250 Ansacq, France",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/fichier_1_0.png,https://gotombola.co/?utm_source=LesPepitesTech.com,TOMBOLA,https://lespepitestech.com/startup-de-la-french-tech/gotombola
SHAREWOODS,Solution Saas pour aider les sociétés cotées en bourse à diffuser leur contenu financier simplifié auprès des bonnes personnes.,"229 Rue Saint Honoré, 75001 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_sharewoods_0.jpeg,https://sharewoods.io/?utm_source=LesPepitesTech.com,FINTECH,https://lespepitestech.com/startup-de-la-french-tech/sharewoods
NOLY COMPTA,Noly Compta est une plateforme de comptabilité en ligne dédiée aux BNC.,"84 Rue la Boétie, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_complet_0.png,http://noly-compta.fr/?utm_source=LesPepitesTech.com,COMPTABILITÉ,https://lespepitestech.com/startup-de-la-french-tech/noly-compta
KIPLIN,Éditeur de jeux digitaux pour favoriser l'activité physique et la santé,"28b Quai François Mitterrand, Nantes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_kiplin_fondblanc.png,https://www.kiplin.com/?utm_source=LesPepitesTech.com,GAMIFICATION,https://lespepitestech.com/startup-de-la-french-tech/kiplin-0
HACKUITY,Une solution de gestion des vulnérabilités basée sur les risques.,4 RUE DES MÛRIERS,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/hackuity_picto_fond_blanc_png_0.png,https://www.hackuity.io/?utm_source=LesPepitesTech.com,CYBERSECURITÉ,https://lespepitestech.com/startup-de-la-french-tech/hackuity
HAMMURABI,Legaltech qui révolutionne l'accès au droit à travers l'IA,"36 Rue Charcot, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-hammurabi-v1.png,https://www.hammurabi-droit.fr/?utm_source=LesPepitesTech.com,AI,https://lespepitestech.com/startup-de-la-french-tech/hammurabi
FRAISE,Fraise c'est le service de livraison qui prend soin de vous et de vos clients à Paris et en Île-de-France !,"198 Avenue de France, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_fraise_-_point_rouge.png,https://www.teamfraise.fr/?utm_source=LesPepitesTech.com,API,https://lespepitestech.com/startup-de-la-french-tech/fraise
VODFACTORY,Créateur de services de vidéo à la demande,"4 Rue du Faubourg Montmartre, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logovodfactory-linkedin_400x400.jpg,https://www.vodfactory.com/?utm_source=LesPepitesTech.com,Catégorie non disponible,https://lespepitestech.com/startup-de-la-french-tech/vodfactory
HAMMURABI,Legaltech qui révolutionne l'accès au droit à travers l'IA,"36 Rue Charcot, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-hammurabi-v1.png,https://www.hammurabi-droit.fr/?utm_source=LesPepitesTech.com,AI,https://lespepitestech.com/startup-de-la-french-tech/hammurabi
FRAISE,Fraise c'est le service de livraison qui prend soin de vous et de vos clients à Paris et en Île-de-France !,"198 Avenue de France, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_fraise_-_point_rouge.png,https://www.teamfraise.fr/?utm_source=LesPepitesTech.com,API,https://lespepitestech.com/startup-de-la-french-tech/fraise
HACKUITY,Une solution de gestion des vulnérabilités basée sur les risques.,4 RUE DES MÛRIERS,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/hackuity_picto_fond_blanc_png_0.png,https://www.hackuity.io/?utm_source=LesPepitesTech.com,CYBERSECURITÉ,https://lespepitestech.com/startup-de-la-french-tech/hackuity
