financement_id,entreprise_id,Date dernier financement,Série,Montant_def,valeur_entreprise
7744,7744,,,,
7745,7745,,,15000000.0,
7746,7746,,,,
7747,7747,,,,
7748,7748,2020-01-10,Amorçage,"1200000.0, 6200000.0",€20—30m
7749,7749,,,8000000.0,€32—48m
7750,7750,2020-01-11,Amorçage,970000.0,
7751,7751,,,,
7752,7752,,,3000000.0,€12—18m
7753,7753,,,,
7754,7754,2024-01-04,Amorçage,2300000.0,
7755,7755,,,,
7756,7756,,,,
7757,7757,,,,
7758,7758,2021-01-04,Amorçage,"5900000.0, 850000.0",€20—30m
7759,7759,,,,
7760,7760,2023-01-10,Série A,"2700000.0, 3700000.0",€11—16m
7761,7761,,,,
7762,7762,,,3700000.0,€4—6m
7763,7763,,,,
7764,7764,2023-01-12,Pré-Série A,570000.0,
7765,7765,,,,
7766,7766,,,1200000.0,€5—7m
7767,7767,,,,
7768,7768,,,1700000.0,
7769,7769,,,,
7770,7770,,,,
7771,7771,,,4100000.0,€11—17m
7772,7772,,,,
7773,7773,2024-01-01,,2500000.0,
7774,7774,,,,
7775,7775,2021-01-06,Amorçage,700000.0,
7776,7776,,,7100000.0,
7777,7777,,,12500000.0,€75m
7778,7778,,,,
7779,7779,2023-01-03,Amorçage,1000000.0,
7780,7780,,,2500000.0,
7781,7781,2022-01-06,Série A,15000000.0,€60—90m
7782,7782,2023-01-01,Amorçage,2700000.0,
7783,7783,,,,
7784,7784,,,,
7785,7785,,,28200000.0,€197m
7786,7786,2025-01-13,Amorçage,"3000000.0, 600000.0",€12—18m
7787,7787,,,,
7788,7788,,,2400000.0,€4—6m
7789,7789,,,,
7790,7790,,,550000.0,€2—3m
7791,7791,,,,
7792,7792,,,,
7793,7793,,,,
7794,7794,,,,
7795,7795,,,,
7796,7796,,,,
7797,7797,,,,
7798,7798,,,3800000.0,
7799,7799,2024-01-11,Série C,"12500000.0, 52500000.0",€90m
7800,7800,2021-01-01,Seed,0.0,
7801,7801,2021-01-03,Late stage,0.0,
7802,7802,2024-01-03,Amorçage,2300000.0,€9—14m
7803,7803,2021-01-05,Seed,"5800000.0, 6000000.0",€23—35m
7804,7804,,,,
7805,7805,,,,
7806,7806,,,,
7807,7807,,,,
7808,7808,,,,
7809,7809,,,,
7810,7810,,,,
7811,7811,,,7500000.0,€30—45m
7812,7812,,,,
7813,7813,,,,
7814,7814,,,3400000.0,€11—17m
7815,7815,,,,
7816,7816,,,,
7817,7817,2022-01-03,Amorçage,1500000.0,€6—9m
7818,7818,,,900000.0,€4—5m
7819,7819,,,,
7820,7820,,,,
7821,7821,,,,
7822,7822,,,,
7823,7823,,,,
7824,7824,,,616000.0,
7825,7825,,,50000.0,
7826,7826,,,1000000.0,€4—6m
7827,7827,,,,
7828,7828,,,3000000.0,€11—16m
7829,7829,,,5000000.0,€20—30m
7830,7830,,,50000.0,
7831,7831,,,,
7832,7832,,,,
7833,7833,2023-01-06,Série B,29000000.0,€84—126m
7834,7834,,,,
7835,7835,2024-01-07,Série B,27000000.0,
7836,7836,,,57600000.0,€132m
7837,7837,2019-01-07,Série A,"28500000.0, 46500000.0",€143m
7838,7838,,,,
7839,7839,,,,
7840,7840,,,,
7841,7841,,,,
7842,7842,,,,
7843,7843,2023-01-04,Amorçage,462000.0,
7844,7844,,,,
7845,7845,2024-01-06,Amorçage,2000000.0,€8—12m
7846,7846,,,5500000.0,€14—21m
7847,7847,,,,
7848,7848,,,,
7849,7849,,,,
7850,7850,2021-01-03,Série B,7500000.0,
7851,7851,,,,
7852,7852,2023-01-11,Amorçage,1000000.0,
7853,7853,2021-01-03,,"10000000.0, 4000000.0",€40—60m
7854,7854,,,455000.0,€2—3m
7855,7855,2023-01-01,Série A,1100000.0,
7856,7856,,,,
7857,7857,,,,
7858,7858,,,3000000.0,€12—18m
7859,7859,,,1500000.0,€6—9m
7860,7860,2023-01-10,Série A,15000000.0,
7861,7861,,,15000000.0,€60—90m
7862,7862,,,,
7863,7863,,,,
7864,7864,,,,
7865,7865,2021-01-11,,"2600000.0, 9900000.0",€24—35m
7866,7866,,,19100000.0,
7867,7867,,,27300000.0,€109—164m
7868,7868,,,,
7869,7869,,,618000.0,
7870,7870,,,,
7871,7871,2021-01-12,Série A,"8000000.0, 8200000.0",€32—48m
7872,7872,2023-01-09,Amorçage,1500000.0,€6—9m
7873,7873,,,,
7874,7874,,,,
7875,7875,,,,
7876,7876,,,,
7877,7877,,,90900.0,
7878,7878,,,,
7879,7879,,,,
7880,7880,2022-01-10,Amorçage,4000000.0,€16—24m
7881,7881,,,,
7882,7882,,,90000.0,
7883,7883,,,,
7884,7884,2021-01-03,,1500000.0,€6—9m
7885,7885,2021-01-07,Amorçage,2000000.0,
7886,7886,2021-01-10,Série A,14000000.0,
7887,7887,,,20900000.0,€25—38m
7888,7888,2024-01-03,Amorçage,5000000.0,
7889,7889,,,2300000.0,€5—8m
7890,7890,,,,
7891,7891,,,,
7892,7892,,,10100000.0,€36—55m
7893,7893,,,,
7894,7894,,,,
7895,7895,,,,
7896,7896,,,,
7897,7897,,,,
7898,7898,2022-01-11,Amorçage,"0.0, 5000000.0",€19m
7899,7899,,,460000.0,€2—3m
7900,7900,,,,
7901,7901,,,,
7902,7902,,,,
7903,7903,,,,
7904,7904,,,,
7905,7905,2024-01-01,Amorçage,1500000.0,€6—9m
7906,7906,,,,
7907,7907,,,,
7908,7908,,,,
7909,7909,,,360000.0,
7910,7910,2021-01-04,Amorçage,1500000.0,
7911,7911,,,3400000.0,€12—18m
7912,7912,,,,
7913,7913,2023-01-10,Amorçage,3000000.0,€12—18m
7914,7914,,,,
7915,7915,2022-01-07,Amorçage,3000000.0,€12—18m
7916,7916,,,,
7917,7917,2017-01-07,Amorçage,3000000.0,€12—18m
7918,7918,,,,
7919,7919,2023-01-12,Série B,4600000.0,
7920,7920,,,,
7921,7921,,,,
7922,7922,,,1000000.0,€4—6m
7923,7923,,,,
7924,7924,,,,
7925,7925,,,,
7926,7926,,,,
7927,7927,2022-01-02,Série A,1000000.0,
7928,7928,,,,
7929,7929,,,,
7930,7930,2024-01-12,Amorçage,1000000.0,
7931,7931,,,,
7932,7932,2021-01-09,Late stage,"473000000.0, 862000000.0",€3.2b
7933,7933,2022-01-05,,2000000.0,
7934,7934,,,2000000.0,€8—12m
7935,7935,2022-01-12,Série A,"1700000.0, 2500000.0",€6—10m
7936,7936,,,,
7937,7937,,,,
7938,7938,,,2400000.0,€8—12m
7939,7939,,,1000000.0,€4—6m
7940,7940,,,,
7941,7941,,,,
7942,7942,,,,
7943,7943,,,10000000.0,€40—60m
7944,7944,,,,
7945,7945,2023-01-09,Amorçage,1000000.0,€4—6m
7946,7946,,,10000000.0,€2—3m
7947,7947,2021-01-07,,"10000000.0, 30000000.0",€100m
7948,7948,,,,
7949,7949,,,,
7950,7950,2024-01-06,Série B,"600000000.0, 973000000.0",€5.8b
7951,7951,,,,
7952,7952,,,,
7953,7953,,,,
7954,7954,2023-01-06,Amorçage,1200000.0,€5—7m
7955,7955,,,,
7956,7956,2023-01-10,Amorçage,5000000.0,
7957,7957,,,,
7958,7958,,,,
7959,7959,2023-01-02,Série A,5000000.0,
7960,7960,,,10800000.0,€20—30m
7961,7961,,,2100000.0,€8—12m
7962,7962,,,,
7963,7963,,,,
7964,7964,,,230000.0,€720k—1m
7965,7965,,,,
7966,7966,,,,
7967,7967,,,,
7968,7968,,,,
7969,7969,,,10200000.0,€54m
7970,7970,,,,
7971,7971,,,,
7972,7972,2023-01-03,Amorçage,2800000.0,
7973,7973,,,,
7974,7974,,,,
7975,7975,,,,
7976,7976,,,,
7977,7977,2021-01-06,Série A,75000000.0,€300—450m
7978,7978,,,,
7979,7979,,,,
7980,7980,,,,
7981,7981,,,,
7982,7982,,,,
7983,7983,,,,
7984,7984,2023-01-07,Série A,"10000000.0, 27100000.0",€60—90m
7985,7985,,,,
7986,7986,,,,
7987,7987,2020-01-06,Amorçage,"1100000.0, 1800000.0",€6—9m
7988,7988,,,,
7989,7989,,,,
7990,7990,,,1300000.0,€5—8m
7991,7991,,,,
7992,7992,,,2400000.0,
7993,7993,,,,
7994,7994,,,,
7995,7995,,,,
7996,7996,2021-01-03,,"1000000.0, 2000000.0",€4—6m
7997,7997,2023-01-01,Amorçage,"8000000.0, 970800.0",€32—48m
7998,7998,,,,
7999,7999,,,,
8000,8000,,,,
8001,8001,,,,
8002,8002,,,,
8003,8003,,,5900000.0,€20—30m
8004,8004,,,4300000.0,€8—12m
8005,8005,,,,
8006,8006,,,,
8007,8007,,,,
8008,8008,,,,
8009,8009,,,118000.0,
8010,8010,,,,
8011,8011,,,,
8012,8012,,,,
8013,8013,,,,
8014,8014,,,,
8015,8015,,,,
8016,8016,,,3200000.0,€13—19m
8017,8017,,,,
8018,8018,,,1000000.0,
8019,8019,,,,
8020,8020,,,722000.0,€2—4m
8021,8021,,,,
8022,8022,,,,
8023,8023,,,,
8024,8024,,,,
8025,8025,,,,
8026,8026,,,,
8027,8027,2024-01-10,Amorçage,"3000000.0, 4500000.0",€12—18m
8028,8028,2021-01-09,Série A,"7000000.0, 7500000.0",€28—42m
8029,8029,2023-01-07,Amorçage,1000000.0,
8030,8030,,,,
8031,8031,,,50000.0,
8032,8032,,,,
8033,8033,,,,
8034,8034,,,,
8035,8035,2022-01-08,Pré-seed,1000000.0,
8036,8036,,,,
8037,8037,,,,
8038,8038,,,,
8039,8039,,,,
8040,8040,2021-01-01,Amorçage,0.0,
8041,8041,,,1700000.0,€7—10m
8042,8042,,,,
8043,8043,,,2000000.0,€8—12m
8044,8044,,,,
8045,8045,2021-01-02,Amorçage,"17500000.0, 2500000.0",€60—90m
8046,8046,,,1800000.0,€7—11m
8047,8047,,,,
8048,8048,,,,
8049,8049,,,,
8050,8050,,,8200000.0,€33—49m
8051,8051,,,,
8052,8052,,,5000000.0,
8053,8053,,,,
8054,8054,,,,
8055,8055,,,,
8056,8056,,,,
8057,8057,,,,
8058,8058,,,7000000.0,
8059,8059,,,,
8060,8060,,,,
8061,8061,2022-01-05,,"10000000.0, 13500000.0",€40—60m
8062,8062,,,,
8063,8063,2023-01-05,Amorçage,1500000.0,
8064,8064,,,,
8065,8065,2023-01-04,Amorçage,400000.0,
8066,8066,2021-01-11,Série A,"17800000.0, 6000000.0",€33m
8067,8067,,,1500.0,
8068,8068,2020-01-02,Amorçage,550000.0,
8069,8069,,,,
8070,8070,,,1000000.0,€4—6m
8071,8071,,,,
8072,8072,,,,
8073,8073,,,,
8074,8074,,,2000000.0,€8—12m
8075,8075,,,,
8076,8076,,,,
8077,8077,,,3000000.0,€10—15m
8078,8078,,,1000000.0,€2—3m
8079,8079,,,,
8080,8080,,,629000.0,
8081,8081,,,14000000.0,€56—84m
8082,8082,,,2500000.0,€8—12m
8083,8083,,,1300000.0,€3—5m
8084,8084,,,,
8085,8085,,,,
8086,8086,2020-01-07,Série B,1000000.0,
8087,8087,2022-01-03,,2500000.0,
8088,8088,,,,
8089,8089,,,,
8090,8090,,,,
8091,8091,2024-01-11,Série A,"4000000.0, 4900000.0",€16—24m
8092,8092,2022-01-12,Amorçage,1000000.0,
8093,8093,,,,
8094,8094,2021-01-03,Seed,"2000000.0, 2300000.0",€13m
8095,8095,2022-01-09,Amorçage,2000000.0,€8—12m
8096,8096,2020-01-03,Amorçage,430000.0,€2—3m
8097,8097,2021-01-07,,"10000000.0, 12500000.0",€40—60m
8098,8098,,,,
8099,8099,,,,
8100,8100,2020-01-06,Série A,2100000.0,€8—13m
8101,8101,2019-01-07,Série A,2400000.0,
8102,8102,,,5400000.0,€12—18m
8103,8103,,,,
8104,8104,,,,
8105,8105,,,,
8106,8106,,,,
8107,8107,2023-01-04,Amorçage,3000000.0,
8108,8108,,,,
8109,8109,,,,
8110,8110,2022-01-12,Amorçage,"1000000.0, 1300000.0",€4—6m
8111,8111,,,1000000.0,€4—6m
8112,8112,,,,
8113,8113,,,2000000.0,
8114,8114,,,1000000.0,
8115,8115,,,2000000.0,€8—12m
8116,8116,,,,
8117,8117,,,,
8118,8118,2020-01-05,Série A,1600000.0,€6—10m
8119,8119,,,,
8120,8120,,,,
8121,8121,2022-01-07,Amorçage,2000000.0,€8—12m
8122,8122,2020-01-06,Série G,76200000.0,
8123,8123,,,,
8124,8124,,,2300000.0,€8—12m
8125,8125,,,455000.0,€2—3m
8126,8126,,,,
8127,8127,,,,
8128,8128,,,,
8129,8129,,,,
8130,8130,,,,
8131,8131,2020-01-11,Amorçage,1100000.0,
8132,8132,,,1000000.0,€4—6m
8133,8133,2023-01-05,Série B,"55400000.0, 83700000.0",€201—302m
8134,8134,,,910000.0,€3—4m
8135,8135,2021-01-10,,4500000.0,
8136,8136,,,5800000.0,€18—27m
8137,8137,2021-01-09,,"20000000.0, 62000000.0",€148—222m
8138,8138,,,1500000.0,€6—9m
8139,8139,,,6000000.0,€24—36m
8140,8140,,,,
8141,8141,2022-01-03,Amorçage,350000.0,
8142,8142,,,,
8143,8143,,,3100000.0,
8144,8144,,,,
8145,8145,,,,
8146,8146,2024-01-04,Amorçage,"461000.0, 470000.0",€2—3m
8147,8147,,,,
8148,8148,,,,
8149,8149,,,,
8150,8150,,,,
8151,8151,,,,
8152,8152,,,,
8153,8153,2022-01-12,Amorçage,"4000000.0, 8000000.0",€16—24m
8154,8154,,,,
8155,8155,,,,
8156,8156,,,,
8157,8157,,,,
8158,8158,,,,
8159,8159,,,400000.0,€2—2m
8160,8160,,,25000.0,
8161,8161,,,,
8162,8162,2021-01-03,Série C,28800000.0,
8163,8163,,,63000000.0,€182—273m
8164,8164,2024-01-08,Late stage,45800000.0,
8165,8165,,,,
8166,8166,,,,
8167,8167,,,2500000.0,€10—15m
8168,8168,2023-12-12,Amorçage,2000000.0,
8169,8169,,,,
8170,8170,,,,
8171,8171,2022-01-10,Amorçage,1000000.0,
8172,8172,,,1000000.0,€4—6m
8173,8173,,,,
8174,8174,,,,
8175,8175,,,1000000.0,
8176,8176,,,1500000.0,€6—9m
8177,8177,,,,
8178,8178,,,109000.0,
8179,8179,,,,
8180,8180,,,,
8181,8181,,,,
8182,8182,2022-01-03,Amorçage,4000000.0,€16—24m
8183,8183,,,19300000.0,€72—108m
8184,8184,2022-01-03,Série B,19000000.0,
8185,8185,,,,€273m
8186,8186,,,,
8187,8187,,,,
8188,8188,2024-01-09,Amorçage,1200000.0,€5—7m
8189,8189,2021-01-01,Amorçage,1800000.0,€7—11m
8190,8190,,,,
8191,8191,2020-01-03,Série A,4000000.0,
8192,8192,,,,
8193,8193,,,13800000.0,€26—39m
8194,8194,,,,
8195,8195,,,,
8196,8196,,,,
8197,8197,,,,
8198,8198,,,,
8199,8199,2024-01-06,Série A,10000000.0,€40—60m
8200,8200,,,,
8201,8201,2022-01-12,Amorçage,3500000.0,€14—21m
8202,8202,,,,
8203,8203,,,,
8204,8204,,,2000000.0,€8—12m
8205,8205,,,,
8206,8206,,,,
8207,8207,,,12000000.0,€48—72m
8208,8208,,,,
8209,8209,,,50000.0,
8210,8210,,,,
8211,8211,,,,
8212,8212,,,50000.0,
8213,8213,,,,
8214,8214,,,,
8215,8215,,,150000.0,€600—900k
8216,8216,,,,
8217,8217,,,,
8218,8218,,,,
8219,8219,,,,
8220,8220,,,,
8221,8221,,,,
8222,8222,,,6500000.0,€14—21m
8223,8223,,,,
8224,8224,,,,
8225,8225,2022-01-02,Amorçage,0.0,
8226,8226,2020-01-01,Amorçage,2500000.0,
8227,8227,,,,
8228,8228,,,,
8229,8229,2024-01-07,Amorçage,637000.0,
8230,8230,,,,
8231,8231,2020-01-10,,"10000000.0, 8000000.0",€32—48m
8232,8232,,,205000.0,
8233,8233,,,,
8234,8234,,,,
8235,8235,,,,
8236,8236,2021-01-06,Amorçage,130000.0,
8237,8237,,,10000000.0,€18m
8238,8238,,,,
8239,8239,,,,
8240,8240,,,,
8241,8241,,,4000000.0,€42m
8242,8242,2020-01-11,,2000000.0,
8243,8243,,,,
8244,8244,,,,
8245,8245,,,,
8246,8246,,,509000.0,
8247,8247,,,,
8248,8248,2023-01-09,Amorçage,"350000.0, 700000.0",€1—2m
8249,8249,2021-01-11,Amorçage,2100000.0,€8—13m
8250,8250,2020-01-03,Série B,"50000000.0, 55800000.0",€200—300m
8251,8251,,,11700000.0,
8252,8252,,,600000.0,€2—4m
8253,8253,,,,
8254,8254,2021-01-06,Amorçage,0.0,
8255,8255,,,1300000.0,€4—6m
8256,8256,,,,
8257,8257,,,,
8258,8258,,,10400000.0,€10—16m
8259,8259,2025-01-13,Série A,6600000.0,
8260,8260,,,,
8261,8261,,,,
8262,8262,2024-01-09,Amorçage,1200000.0,€5—7m
8263,8263,2023-01-11,Amorçage,"382000.0, 400000.0",€2—2m
8264,8264,,,500000.0,€2—3m
8265,8265,,,,
8266,8266,,,,
8267,8267,,,,
8268,8268,,,,
8269,8269,,,,
8270,8270,,,5100000.0,€20—30m
8271,8271,,,7000000.0,€28—42m
8272,8272,,,,
8273,8273,,,,
8274,8274,2023-01-04,Amorçage,680000.0,
8275,8275,2023-01-10,Amorçage,2000000.0,
8276,8276,,,,
8277,8277,,,,
8278,8278,,,,
8279,8279,,,,
8280,8280,,,,
8281,8281,,,,
8282,8282,,,7000000.0,€28—42m
8283,8283,,,,€11m
8284,8284,,,,
8285,8285,,,,
8286,8286,,,,
8287,8287,,,70000.0,€280—420k
8288,8288,,,43000000.0,€120—180m
8289,8289,2021-01-07,Amorçage,5800000.0,€23—35m
8290,8290,,,,
8291,8291,,,,
8292,8292,,,3000000.0,€12—18m
8293,8293,,,,
8294,8294,,,,
8295,8295,,,,
8296,8296,,,,
8297,8297,,,,
8298,8298,,,,
8299,8299,,,681000.0,
8300,8300,,,,
8301,8301,,,,
8302,8302,,,,
8303,8303,,,,
8304,8304,,,,
8305,8305,2021-01-07,Amorçage,2000000.0,€8—12m
8306,8306,2023-01-06,Série A,0.0,
8307,8307,,,1200000.0,€5—7m
8308,8308,,,,
8309,8309,,,,
8310,8310,,,40000.0,
8311,8311,,,,
8312,8312,,,,
8313,8313,2023-01-01,Série B,"4200000.0, 5600000.0",€17—25m
8314,8314,,,,
8315,8315,,,,
8316,8316,2020-01-11,Amorçage,"2500000.0, 6700000.0",€12—18m
8317,8317,,,3000000.0,€12—18m
8318,8318,,,,
8319,8319,2022-01-09,Amorçage,"1000000.0, 900000.0",€2—4m
8320,8320,,,1500000.0,€22m
8321,8321,,,,
8322,8322,,,7000000.0,
8323,8323,,,,
8324,8324,,,1300000.0,€5—7m
8325,8325,2021-01-12,Amorçage,"550000.0, 750000.0",
8326,8326,2019-01-11,Amorçage,"3600000.0, 592000.0",€10m
8327,8327,2022-01-09,Amorçage,600000.0,
8328,8328,,,,
8329,8329,2021-01-05,Amorçage,"390000.0, 775000.0",€2—2m
8330,8330,,,,
8331,8331,,,1400000.0,€4—6m
8332,8332,2021-01-09,Amorçage,"2700000.0, 3000000.0",€7—11m
8333,8333,2022-01-09,Amorçage,880000.0,
8334,8334,,,,
8335,8335,2020-01-01,Amorçage,130000.0,€520—780k
8336,8336,,,,
8337,8337,2020-01-04,Série B,"6500000.0, 8500000.0",€26—39m
8338,8338,,,109000000.0,€400—600m
8339,8339,,,,
8340,8340,,,,
8341,8341,2022-01-12,Amorçage,1300000.0,
8342,8342,,,,
8343,8343,,,,
8344,8344,,,,
8345,8345,,,,
8346,8346,,,,
8347,8347,,,,
8348,8348,,,68200.0,€273—409k
8349,8349,,,1000000.0,€4—6m
8350,8350,,,,
8351,8351,,,19000000.0,€18—27m
8352,8352,,,,
8353,8353,,,,
8354,8354,,,,
8355,8355,,,,
8356,8356,,,,
8357,8357,2021-01-03,Amorçage,1800000.0,€7—11m
8358,8358,,,,
8359,8359,,,200000.0,€1m
8360,8360,2021-01-10,Amorçage,0.0,
8361,8361,,,,
8362,8362,2021-01-10,Amorçage,2000000.0,€8—12m
8363,8363,2021-01-12,Série A,"7000000.0, 9000000.0",€28—42m
8364,8364,2020-01-06,Amorçage,0.0,
8365,8365,,,,
8366,8366,,,,
8367,8367,,,227000.0,
8368,8368,,,800000.0,€3—5m
8369,8369,,,5000000.0,€10—16m
8370,8370,,,,
8371,8371,,,,
8372,8372,,,,
8373,8373,2021-01-04,Seed,"1100000.0, 5900000.0",€17—25m
8374,8374,,,,
8375,8375,,,,
8376,8376,,,,
8377,8377,2021-01-10,Amorçage,7000000.0,
8378,8378,2021-01-09,Série A,10000000.0,
8379,8379,,,,
8380,8380,2022-01-12,Amorçage,1000000.0,
8381,8381,,,1000000.0,
8382,8382,,,200000.0,€800k—1m
8383,8383,,,,
8384,8384,,,,
8385,8385,2021-01-03,,1400000.0,
8386,8386,,,2000000.0,€8—12m
8387,8387,2025-01-13,,0.0,
8388,8388,,,400000.0,€2—2m
8389,8389,,,,
8390,8390,,,,
8391,8391,,,,
8392,8392,2022-01-05,Amorçage,0.0,
8393,8393,2022-01-06,Amorçage,1800000.0,
8394,8394,,,,
8395,8395,,,80000.0,
8396,8396,2023-01-03,Série A,24000000.0,
8397,8397,,,24000000.0,
8398,8398,,,,
8399,8399,,,1400000.0,€6—8m
8400,8400,2023-01-10,Amorçage,700000.0,
8401,8401,,,10000000.0,
8402,8402,2022-01-04,Pré-seed,0.0,
8403,8403,,,5000000.0,€20—30m
8404,8404,,,,
8405,8405,2024-05-01,Série B,"22000000.0, 38800000.0",€87—131m
8406,8406,2024-01-02,Amorçage,"29500000.0, 7500000.0",€80—120m
8407,8407,2022-01-10,Amorçage,600000.0,
8408,8408,2022-01-10,Amorçage,1000000.0,
8409,8409,,,,
8410,8410,2025-01-13,,0.0,
8411,8411,2021-01-05,Série A,9200000.0,
8412,8412,,,9000000.0,€2m
8413,8413,,,,
8414,8414,,,,
8415,8415,,,1500000.0,€6—9m
8416,8416,2024-01-10,Série A,"15000000.0, 15500000.0",€60—90m
8417,8417,2023-01-07,Seed,1000000.0,
8418,8418,,,400000.0,
8419,8419,2021-01-08,Amorçage,0.0,
8420,8420,2022-01-06,Série A,4000000.0,€8—12m
8421,8421,2020-01-04,Amorçage,130000.0,€520—780k
8422,8422,,,2100000.0,
8423,8423,,,,
8424,8424,,,,
8425,8425,,,,€8m
8426,8426,2021-01-10,Amorçage,500000.0,
8427,8427,2020-01-01,Série A,2000000.0,€8—12m
8428,8428,2023-01-10,Amorçage,"4200000.0, 5800000.0",€17—25m
8429,8429,,,900000.0,
8430,8430,,,13400000.0,€115m
8431,8431,,,2000000.0,€8—12m
8432,8432,,,,
8433,8433,,,50000.0,
8434,8434,,,2600000.0,€3—4m
8435,8435,,,2000000.0,€8—12m
8436,8436,,,,
8437,8437,,,3500000.0,€7—10m
8438,8438,,,,
8439,8439,,,,
8440,8440,,,,
8441,8441,,,,
8442,8442,2020-01-06,Série A,"1200000.0, 1600000.0",€5—7m
8443,8443,2022-01-01,,4300000.0,€17—26m
8444,8444,,,,
8445,8445,,,,
8446,8446,,,,
8447,8447,,,,
8448,8448,,Série A,"8000000.0, 9000000.0",€32—48m
8449,8449,2023-01-07,Amorçage,"3600000.0, 4000000.0",€15—22m
8450,8450,,,14600000.0,€10—16m
8451,8451,,,,
8452,8452,2020-01-06,Amorçage,"470000.0, 50000.0",
8453,8453,,,,
8454,8454,,,,
8455,8455,,,100000.0,
8456,8456,,,,
8457,8457,,,,
8458,8458,2023-01-05,Amorçage,"1000000.0, 2000000.0",€8—12m
8459,8459,,,,
8460,8460,,,,
8461,8461,,,,
8462,8462,,,733000.0,
8463,8463,,,,
8464,8464,,,318000.0,€1—2m
8465,8465,2020-01-10,,226000.0,
8466,8466,,,50000.0,
8467,8467,2021-01-04,Pré-seed,432000.0,
8468,8468,,,299000.0,
8469,8469,2021-01-07,Amorçage,500000.0,
8470,8470,2023-01-05,Série A,1100000.0,€4—7m
8471,8471,,,,
8472,8472,,,,
8473,8473,,,,
8474,8474,,,1000000.0,€4—6m
8475,8475,,,,
8476,8476,,,3100000.0,
8477,8477,,,,
8478,8478,,,,
8479,8479,,,43500000.0,€73—110m
8480,8480,,,,
8481,8481,2020-01-02,Série B,13300000.0,
8482,8482,,,,
8483,8483,,,2000000.0,
8484,8484,2020-01-01,Série A,"14000000.0, 53900000.0",€128—192m
8485,8485,2022-01-06,Amorçage,0.0,
8486,8486,,,,
8487,8487,,,,
8488,8488,,,,
8489,8489,2024-01-05,Amorçage,3500000.0,€14—21m
8490,8490,,,1500000.0,€6—9m
8491,8491,,,,
8492,8492,,,,
8493,8493,,,,
8494,8494,,,,
8495,8495,,,,
8496,8496,2024-01-09,Série A,30000000.0,
8497,8497,,,39100000.0,€120—180m
8498,8498,,,,
8499,8499,2022-01-11,Amorçage,2000000.0,
8500,8500,2016-01-05,Série A,1600000.0,
8501,8501,,,,
8502,8502,,,,
8503,8503,,,1500000.0,€6—9m
8504,8504,,,88000.0,
8505,8505,2020-01-11,,"10000000.0, 1500000.0",
8506,8506,,,,
8507,8507,,,150000.0,€600—900k
8508,8508,,,,
8509,8509,,,,
8510,8510,,,,
8511,8511,,,,
8512,8512,,,,
8513,8513,,,1200000.0,€5—7m
8514,8514,,,1500000.0,€6—9m
8515,8515,2022-01-11,Amorçage,1000000.0,
8516,8516,,,15000000.0,€60—90m
8517,8517,,,15000000.0,€60—90m
8518,8518,,,,
8519,8519,,,,
8520,8520,2023-01-04,Amorçage,1200000.0,
8521,8521,,,,
8522,8522,,,,
8523,8523,,,,
8524,8524,,,1600000.0,€5—8m
8525,8525,2020-01-12,,1100000.0,
8526,8526,2022-01-03,Série A,"20000000.0, 23000000.0",€80—120m
8527,8527,,,,
8528,8528,,,21000000.0,€24—36m
8529,8529,,,,
8530,8530,2024-01-01,Amorçage,23000000.0,
8531,8531,,,,
8532,8532,,,,
8533,8533,,,,
8534,8534,,,68200000.0,€9.8b
8535,8535,,,,
8536,8536,,,,
8537,8537,,,,
8538,8538,,,,
8539,8539,,,37500000.0,€545m
8540,8540,2021-01-06,Amorçage,550000.0,€2—3m
8541,8541,,,,
8542,8542,,,1000000.0,€4—6m
8543,8543,2022-01-09,,0.0,
8544,8544,,,,
8545,8545,,,,
8546,8546,,,7500000.0,€8—12m
8547,8547,2022-01-01,,"4000000.0, 4600000.0",€16—24m
8548,8548,,,18200000.0,€73—109m
8549,8549,2021-01-09,Amorçage,2500000.0,€10—15m
8550,8550,2024-01-09,Amorçage,4000000.0,€16—24m
8551,8551,,,2000000.0,€8—12m
8552,8552,2017-01-04,,"0.0, 140000000.0",€400m
8553,8553,2024-01-09,Série A,3300000.0,
8554,8554,2014-01-09,Série B,"3000000.0, 5000000.0",€12—18m
8555,8555,,,,
8556,8556,,,18000000.0,€349k
8557,8557,,,,
8558,8558,,,,
8559,8559,,,,
8560,8560,,,,
8561,8561,2023-01-02,Amorçage,"1000000.0, 1200000.0",€4—6m
8562,8562,2022-01-07,Amorçage,"1000000.0, 900000.0",€4—5m
8563,8563,,,,
8564,8564,,,,
8565,8565,,,,
8566,8566,2021-01-11,Amorçage,"0.0, 1100000.0",
8567,8567,,,,
8568,8568,2024-01-04,Amorçage,"1200000.0, 2000000.0, 3300000.0","€5—7m, €8—12m"
8569,8569,,,,
8570,8570,2021-01-04,,"2400000.0, 4500000.0",€18m
8571,8571,,,700000.0,€3—4m
8572,8572,2013-01-06,Série A,"34500000.0, 4500000.0",€120—180m
8573,8573,,,11300000.0,€25—38m
8574,8574,2024-01-06,Amorçage,"1000000.0, 900000.0",€2—3m
8575,8575,,,,
8576,8576,,,847000.0,
8577,8577,,,,
8578,8578,,,,
8579,8579,,,,
8580,8580,,,9100000.0,€14—22m
8581,8581,,,,
8582,8582,,,100000.0,€400—600k
8583,8583,,,,
8584,8584,,,,
8585,8585,,,2000000.0,€8—12m
8586,8586,,,,
